stage_id,,S1
204,53.46760724,26.73380362
205,48.27333114,24.13666557
206,52.66634546,26.33317273
207,38.50525562,19.25262781
208,35.69650102,17.84825051
209,36.47023321,18.23511661
210,28.89776479,14.4488824
211,40.66283038,20.33141519
212,24.45344615,12.22672308
213,39.26159395,19.63079698
214,28.96369165,14.48184583
215,44.01827064,22.00913532
216,42.00229167,21.00114584
217,47.82412407,23.91206204
218,57.6617537,28.83087685
219,56.28325427,28.14162714
220,71.49335917,35.74667959
221,67.27499107,33.63749554
222,76.70296521,38.35148261
223,66.70624893,33.35312447
224,76.39474145,38.19737073
225,68.00646297,34.00323149
226,61.92855938,30.96427969
227,71.21403519,35.6070176
228,58.63619747,29.31809874
229,54.16500108,27.08250054
230,53.86918255,26.93459128
231,32.30400688,16.15200344
232,31.42093333,15.71046667
233,35.02355869,17.51177935
234,36.4458126,18.2229063
235,39.81061421,19.90530711
236,36.22792595,18.11396298
237,31.79663066,15.89831533
238,28.1827041,14.09135205
239,43.63373027,21.81686514
240,54.02526051,27.01263026
241,46.10670028,23.05335014
242,56.18482654,28.09241327
243,59.65129489,29.82564745
244,61.34838173,30.67419087
245,68.19648222,34.09824111
246,70.60548636,35.30274318
247,67.83404214,33.91702107
248,78.79393122,39.39696561
249,67.37691696,33.68845848
250,77.29452874,38.64726437
251,55.94871468,27.97435734
252,60.50588213,30.25294107
253,49.85282337,24.92641169
254,47.04782932,23.52391466
255,43.58152999,21.790765
256,41.87926906,20.93963453
257,25.35557845,12.67778923
258,35.29484391,17.64742196
259,29.30104903,14.65052452
260,29.82513113,14.91256557
261,41.42165989,20.71082995
262,23.95046858,11.97523429
263,42.81763222,21.40881611
264,48.92092255,24.46046128
265,50.99729562,25.49864781
266,59.17726878,29.58863439
267,66.4189877,33.20949385
268,69.64882551,34.82441276
269,70.06824932,35.03412466
270,59.94567602,29.97283801
271,73.50568541,36.75284271
272,73.7733764,36.8866882
273,73.6101978,36.8050989
274,64.05948462,32.02974231
275,58.55351306,29.27675653
276,55.06348512,27.53174256
277,50.19725268,25.09862634
278,46.00627354,23.00313677
279,41.26767329,20.63383665
280,40.93927163,20.46963582
281,34.41319928,17.20659964
282,38.12452627,19.06226314
283,38.61136619,19.3056831
284,33.7177569,16.85887845
285,38.12984211,19.06492106
286,26.17680106,13.08840053
287,40.07357512,20.03678756
288,44.02152243,22.01076122
289,52.17123088,26.08561544
290,56.64367971,28.32183986
291,65.50064706,32.75032353
292,68.32607085,34.16303543
293,65.91147053,32.95573527
294,67.66183576,33.83091788
295,69.07607613,34.53803807
296,77.55072483,38.77536242
297,70.57489811,35.28744906
298,63.34687798,31.67343899
299,64.43754088,32.21877044
300,60.19086214,30.09543107
301,50.29754363,25.14877182
302,44.68892599,22.344463
303,37.97098411,18.98549206
304,30.09689689,15.04844845
305,38.35623859,19.1781193
306,29.02497696,14.51248848
307,34.99850519,17.4992526
308,36.0352742,18.0176371
309,29.48797948,14.74398974
310,34.28199107,17.14099554
311,51.10422611,25.55211306
312,56.08973827,28.04486914
313,53.05405139,26.5270257
314,48.51352993,24.25676497
315,61.30751918,30.65375959
316,71.59628251,35.79814126
317,68.61604306,34.30802153
318,76.07757634,38.03878817
319,67.49963847,33.74981924
320,78.40879506,39.20439753
321,73.20115131,36.60057566
322,67.33779065,33.66889533
323,63.51517649,31.75758825
324,57.13568695,28.56784348
325,56.58035006,28.29017503
326,55.56243773,27.78121887
327,39.69349685,19.84674843
328,36.27442733,18.13721367
329,43.2874059,21.64370295
330,36.01337755,18.00668878
331,33.67302786,16.83651393
332,38.72537621,19.36268811
333,32.33166104,16.16583052
334,29.48405976,14.74202988
335,39.79157707,19.89578854
336,46.10970894,23.05485447
337,51.59358959,25.7967948
338,58.83413234,29.41706617
339,63.30473445,31.65236723
340,69.64845153,34.82422577
341,64.53053849,32.26526925
342,74.26232221,37.13116111
343,78.94224476,39.47112238
344,69.26333795,34.63166898
345,68.96612592,34.48306296
346,62.87958161,31.43979081
347,60.2890133,30.14450665
348,56.82637824,28.41318912
349,52.05795052,26.02897526
350,50.25334151,25.12667076
351,35.83824224,17.91912112
352,29.64383424,14.82191712
353,33.47713513,16.73856757
354,34.72406406,17.36203203
355,22.1972955,11.09864775
356,30.90190348,15.45095174
357,34.91773709,17.45886855
358,48.90671363,24.45335682
359,40.90997021,20.45498511
360,39.30201264,19.65100632
361,58.1474271,29.07371355
362,62.24377889,31.12188945
363,64.02105211,32.01052606
364,69.02200049,34.51100025
365,71.99037486,35.99518743
366,70.46409643,35.23204822
367,75.15683735,37.57841868
368,77.21655034,38.60827517
369,57.7171648,28.8585824
370,56.44798228,28.22399114
371,60.15913092,30.07956546
372,49.36926606,24.68463303
373,51.07540829,25.53770415
374,51.0670512,25.5335256
375,42.18433413,21.09216707
376,49.5369047,24.76845235
377,32.17187372,16.08593686
378,38.29264719,19.1463236
379,26.7210909,13.36054545
380,36.42023838,18.21011919
381,35.92300522,17.96150261
382,46.23263961,23.11631981
383,38.80842165,19.40421083
384,48.24244031,24.12122016
385,50.10893767,25.05446884
386,62.10821102,31.05410551
387,71.09888451,35.54944226
388,73.04644455,36.52322228
389,75.09596093,37.54798047
390,67.33811988,33.66905994
391,70.94894219,35.4744711
392,73.40770372,36.70385186
393,65.10884529,32.55442265
394,67.26548622,33.63274311
395,57.12917151,28.56458576
396,58.69227174,29.34613587
397,57.7159724,28.8579862
398,51.64931869,25.82465935
399,37.44204098,18.72102049
400,29.67675229,14.83837615
401,38.35258612,19.17629306
402,33.81680804,16.90840402
403,34.17925768,17.08962884
404,29.59484234,14.79742117
405,43.81832196,21.90916098
406,37.89453284,18.94726642
407,45.84787755,22.92393878
408,48.95303053,24.47651527
409,61.63941176,30.81970588
410,67.82529715,33.91264858
411,70.78854556,35.39427278
412,68.19461581,34.09730791
413,76.94414914,38.47207457
414,82.39531819,41.1976591
415,79.204563,39.6022815
416,71.53751328,35.76875664
417,63.23328339,31.6166417
418,76.78851002,38.39425501
419,71.19253089,35.59626545
420,57.60427558,28.80213779
421,54.05143227,27.02571614
422,39.9291161,19.96455805
423,48.27278513,24.13639257
424,41.25813758,20.62906879
425,35.8786897,17.93934485
426,33.12098266,16.56049133
427,31.09170471,15.54585236
428,17.91980002,8.95990001
429,41.21472797,20.60736399
430,37.91033675,18.95516838
431,39.38730045,19.69365023
432,43.67245029,21.83622515
433,42.3854888,21.1927444
434,54.41561336,27.20780668
435,68.86402041,34.43201021
436,68.19775604,34.09887802
437,75.48348009,37.74174005
438,81.79933296,40.89966648
439,80.17706236,40.08853118
440,68.26750456,34.13375228
441,67.40054093,33.70027047
442,59.56466312,29.78233156
443,64.24454135,32.12227068
444,60.23531295,30.11765648
445,53.51589978,26.75794989
446,47.02015222,23.51007611
447,41.99925611,20.99962806
448,41.80923797,20.90461899
449,31.8614338,15.9307169
450,38.28300564,19.14150282
451,23.03089374,11.51544687
452,30.41247529,15.20623765
453,48.87182034,24.43591017
454,38.60124753,19.30062377
455,37.44317766,18.72158883
456,46.76855844,23.38427922
457,52.81728771,26.40864386
458,60.82015382,30.41007691
459,65.90488606,32.95244303
460,66.87260109,33.43630055
461,73.15764883,36.57882442
462,75.39927178,37.69963589
463,82.60565414,41.30282707
464,74.14997495,37.07498748
465,72.35318048,36.17659024
466,67.66957874,33.83478937
467,60.95216826,30.47608413
468,61.57999863,30.78999932
469,63.84231408,31.92115704
470,42.38535717,21.19267859
471,41.57667444,20.78833722
472,31.91089155,15.95544578
473,33.76785998,16.88392999
474,31.46390374,15.73195187
475,34.36322955,17.18161478
476,39.60990766,19.80495383
477,35.46727723,17.73363862
478,46.06198902,23.03099451
479,44.30133003,22.15066502
480,53.15599074,26.57799537
481,55.30046214,27.65023107
482,57.89337266,28.94668633
483,70.23871352,35.11935676
484,60.63196284,30.31598142
485,68.80738022,34.40369011
486,70.90125154,35.45062577
487,87.49318884,43.74659442
488,68.34239986,34.17119993
489,69.36416346,34.68208173
490,65.14662145,32.57331073
491,63.77896571,31.88948286
492,59.56821277,29.78410639
493,52.5326179,26.26630895
494,47.28597687,23.64298844
495,41.69702697,20.84851349
496,34.15872321,17.07936161
497,32.93571284,16.46785642
498,30.17400787,15.08700394
499,24.30071632,12.15035816
500,40.85334056,20.42667028
501,35.97056257,17.98528129
502,44.70272922,22.35136461
503,48.18393771,24.09196886
504,50.63768328,25.31884164
505,53.91234514,26.95617257
506,55.5504493,27.77522465
507,68.64562145,34.32281073
508,63.23200562,31.61600281
509,59.04424266,29.52212133
510,63.04380346,31.52190173
511,75.45463384,37.72731692
512,75.85877943,37.92938972
513,68.28564404,34.14282202
514,71.26775282,35.63387641
515,59.11790647,29.55895324
516,55.39897579,27.6994879
517,53.79048742,26.89524371
518,46.39269198,23.19634599
519,52.06116328,26.03058164
520,40.21118673,20.10559337
521,33.72858873,16.86429437
522,40.43714591,20.21857296
523,28.42970797,14.21485399
524,30.69495163,15.34747582
525,33.016225,16.5081125
526,41.41904613,20.70952307
527,37.34214392,18.67107196
528,50.21071307,25.10535654
529,61.34287606,30.67143803
530,55.73212703,27.86606352
531,55.33269908,27.66634954
532,74.88413238,37.44206619
533,70.57464342,35.28732171
534,77.44191586,38.72095793
535,74.96610276,37.48305138
536,67.91971018,33.95985509
537,78.11147073,39.05573537
538,78.48477947,39.24238974
539,63.03759411,31.51879706
540,57.286373,28.6431865
541,60.05673139,30.0283657
542,45.61898889,22.80949445
543,36.86237635,18.43118818
544,29.73135873,14.86567937
545,33.82862067,16.91431034
546,27.46593954,13.73296977
547,36.573682,18.286841
548,33.21304409,16.60652205
549,42.61702926,21.30851463
550,32.83247775,16.41623888
551,46.39169541,23.19584771
552,51.35779682,25.67889841
553,49.62129631,24.81064816
554,62.76019202,31.38009601
555,64.68827897,32.34413949
556,55.69719991,27.84859996
557,67.64283977,33.82141989
558,77.75259178,38.87629589
559,75.40829384,37.70414692
560,80.24624672,40.12312336
561,71.84319781,35.92159891
562,65.65152085,32.82576043
563,62.26658926,31.13329463
564,59.34126052,29.67063026
565,52.22178464,26.11089232
566,52.21103191,26.10551596
567,42.41636499,21.2081825
568,39.4053437,19.70267185
569,38.34259356,19.17129678
570,26.28237139,13.1411857
571,24.44436476,12.22218238
572,35.64260826,17.82130413
573,36.05873198,18.02936599
574,45.83723709,22.91861855
575,45.44594966,22.72297483
576,50.71960367,25.35980184
577,55.31022305,27.65511153
578,57.38726775,28.69363388
579,62.77170752,31.38585376
580,63.30978915,31.65489458
581,76.42105091,38.21052546
582,75.2057481,37.60287405
583,76.40744968,38.20372484
584,72.27477161,36.13738581
585,67.48647873,33.74323937
586,64.26945315,32.13472658
587,60.29160429,30.14580215
588,56.56882049,28.28441025
589,58.5452626,29.2726313
590,54.19746811,27.09873406
591,46.68830016,23.34415008
592,33.93220467,16.96610234
593,30.90743106,15.45371553
594,40.59967752,20.29983876
595,35.16888145,17.58444073
596,40.47872536,20.23936268
597,32.65310706,16.32655353
598,54.12708883,27.06354442
599,42.3232266,21.1616133
600,49.30404113,24.65202057
601,51.98828128,25.99414064
602,61.06062527,30.53031264
603,72.3940794,36.1970397
604,61.11105672,30.55552836
605,72.61866917,36.30933459
606,78.46955717,39.23477859
607,78.16900643,39.08450322
608,71.0864754,35.5432377
609,74.50991021,37.25495511
610,66.4624477,33.23122385
611,62.38722456,31.19361228
612,51.12422161,25.56211081
613,50.05834236,25.02917118
614,57.6182438,28.8091219
615,48.09554502,24.04777251
616,41.50417557,20.75208779
617,36.98642765,18.49321383
618,43.29506725,21.64753363
619,30.278114,15.139057
620,44.85157206,22.42578603
621,38.14193701,19.07096851
622,41.90301588,20.95150794
623,42.85092729,21.42546365
624,51.79606709,25.89803355
625,52.00674962,26.00337481
626,61.75838682,30.87919341
627,62.14229478,31.07114739
628,67.80941919,33.9047096
629,72.11797638,36.05898819
630,72.8817747,36.44088735
631,71.76955123,35.88477562
632,73.77452305,36.88726153
633,68.38299364,34.19149682
634,74.86698185,37.43349093
635,65.63100036,32.81550018
636,63.34185025,31.67092513
637,50.11219915,25.05609958
638,49.3245694,24.6622847
639,47.54059,23.770295
640,31.40989144,15.70494572
641,41.08347447,20.54173724
642,31.71274041,15.85637021
643,22.52528545,11.26264273
644,30.90817475,15.45408738
645,35.80906183,17.90453092
646,33.54409646,16.77204823
647,45.54965161,22.77482581
648,50.12823558,25.06411779
649,54.77843224,27.38921612
650,59.15582509,29.57791255
651,64.05612597,32.02806299
652,75.68970826,37.84485413
653,85.69977209,42.84988605
654,79.0584496,39.5292248
655,68.46850319,34.2342516
656,82.1407659,41.07038295
657,85.60610551,42.80305276
658,67.21051879,33.6052594
659,73.32197456,36.66098728
660,60.68721398,30.34360699
661,55.60109911,27.80054956
662,46.5606779,23.28033895
663,42.49003527,21.24501764
664,43.4340508,21.7170254
665,30.24063236,15.12031618
666,34.32489336,17.16244668
667,29.46521367,14.73260684
668,24.62347863,12.31173932
669,35.69387266,17.84693633
670,37.56482228,18.78241114
671,36.67463774,18.33731887
672,55.62462254,27.81231127
673,56.32874706,28.16437353
674,65.14233775,32.57116888
675,57.83933319,28.9196666
676,67.5414286,33.7707143
677,72.24876335,36.12438168
678,77.16705906,38.58352953
679,72.69454722,36.34727361
680,64.69749326,32.34874663
681,77.24741213,38.62370607
682,66.6833677,33.34168385
683,59.88975591,29.94487796
684,62.7524165,31.37620825
685,48.97391103,24.48695552
686,48.80941695,24.40470848
687,39.16801992,19.58400996
688,36.60833247,18.30416624
689,32.50958677,16.25479339
690,38.2224947,19.11124735
691,30.72089713,15.36044857
692,30.6299939,15.31499695
693,41.53964324,20.76982162
694,36.50537254,18.25268627
695,34.37807406,17.18903703
696,50.1178214,25.0589107
697,58.71403911,29.35701956
698,58.15737821,29.07868911
699,63.96617404,31.98308702
700,66.65333076,33.32666538
701,70.6643632,35.3321816
702,63.69430924,31.84715462
703,70.7814715,35.39073575
704,72.50091633,36.25045817
705,74.38090643,37.19045322
706,63.7052343,31.85261715
707,63.49463269,31.74731635
708,56.57835333,28.28917667
709,52.83259205,26.41629603
710,42.72388839,21.3619442
711,51.45856739,25.7292837
712,38.20103693,19.10051847
713,29.52167443,14.76083722
714,25.71033494,12.85516747
715,34.61991058,17.30995529
716,40.34111065,20.17055533
717,27.16119788,13.58059894
718,46.40770489,23.20385245
719,50.00926746,25.00463373
720,48.10736535,24.05368268
721,45.99795471,22.99897736
722,65.95885056,32.97942528
723,66.50453192,33.25226596
724,64.90487717,32.45243859
725,69.31097826,34.65548913
726,70.1520813,35.07604065
727,80.05395228,40.02697614
728,79.72087144,39.86043572
729,67.75221521,33.87610761
730,77.16254871,38.58127436
731,56.66944077,28.33472039
732,55.37974093,27.68987047
733,58.14735101,29.07367551
734,49.39054455,24.69527228
735,43.42290695,21.71145348
736,40.3542536,20.1771268
737,38.62540996,19.31270498
738,34.96933491,17.48466746
739,40.55748994,20.27874497
740,30.03417933,15.01708967
741,29.75517031,14.87758516
742,35.78961666,17.89480833
743,50.73246669,25.36623335
744,46.19957969,23.09978985
745,59.96901739,29.9845087
746,70.3218589,35.16092945
747,64.93657415,32.46828708
748,64.78941637,32.39470819
749,81.39463773,40.69731887
750,76.68444036,38.34222018
751,81.24518445,40.62259223
752,68.53326429,34.26663215
753,72.21709276,36.10854638
754,65.87523729,32.93761865
755,55.94077205,27.97038603
756,61.1340011,30.56700055
757,62.08575516,31.04287758
758,54.53200895,27.26600448
759,52.80839102,26.40419551
760,44.35440163,22.17720082
761,38.86754664,19.43377332
762,31.82002832,15.91001416
763,31.94200531,15.97100266
764,21.82844208,10.91422104
765,31.61127864,15.80563932
766,41.53707255,20.76853628
767,44.36598593,22.18299297
768,46.08196672,23.04098336
769,46.47795602,23.23897801
770,68.92108376,34.46054188
771,75.79163036,37.89581518
772,58.31171329,29.15585665
773,66.79587163,33.39793582
774,72.70467276,36.35233638
775,75.55329365,37.77664683
776,78.00774409,39.00387205
777,73.25698647,36.62849324
778,72.40221423,36.20110712
779,64.81897182,32.40948591
780,61.16746219,30.5837311
781,56.52264954,28.26132477
782,53.41938029,26.70969015
783,42.69159304,21.34579652
784,33.17915649,16.58957825
785,37.54793972,18.77396986
786,23.6974693,11.84873465
787,33.11394565,16.55697283
788,25.98373303,12.99186652
789,42.59297884,21.29648942
790,41.74925636,20.87462818
791,51.39329864,25.69664932
792,45.03522727,22.51761364
793,61.38143784,30.69071892
794,60.37776264,30.18888132
795,64.07431223,32.03715612
796,71.37609964,35.68804982
797,76.25023631,38.12511816
798,68.00345902,34.00172951
799,75.22727825,37.61363913
800,72.83599336,36.41799668
801,71.97390984,35.98695492
802,69.17217821,34.58608911
803,68.74787656,34.37393828
804,62.24905894,31.12452947
805,44.85408075,22.42704038
806,53.88830137,26.94415069
807,56.89912364,28.44956182
808,46.91335405,23.45667703
809,34.26761112,17.13380556
810,37.34604123,18.67302062
811,29.66711497,14.83355749
812,36.03957814,18.01978907
813,39.37940362,19.68970181
814,43.51304213,21.75652107
815,42.90571305,21.45285653
816,44.69974629,22.34987315
817,51.1548888,25.5774444
818,61.77467359,30.8873368
819,61.06153484,30.53076742
820,68.86014915,34.43007458
821,70.94967986,35.47483993
822,78.35276758,39.17638379
823,84.86215757,42.43107879
824,71.95986717,35.97993359
825,70.21113178,35.10556589
826,60.87584279,30.4379214
827,75.78281768,37.89140884
828,59.3341779,29.66708895
829,60.1307429,30.06537145
830,49.28457109,24.64228555
831,36.17377328,18.08688664
832,40.42746466,20.21373233
833,38.35437448,19.17718724
834,37.23345724,18.61672862
835,30.96203948,15.48101974
836,33.65726602,16.82863301
837,43.76957658,21.88478829
838,38.52072465,19.26036233
839,49.4515906,24.7257953
840,59.1778088,29.5889044
841,62.31680234,31.15840117
842,59.76212569,29.88106285
843,63.27632049,31.63816025
844,61.11747557,30.55873779
845,71.61023068,35.80511534
846,69.52703874,34.76351937
847,76.92331688,38.46165844
848,81.58035236,40.79017618
849,71.71433743,35.85716872
850,66.89008205,33.44504103
851,68.8539496,34.4269748
852,68.84296828,34.42148414
853,60.47843839,30.2392192
854,49.829816,24.914908
855,42.92699284,21.46349642
856,32.52773363,16.26386682
857,36.27690033,18.13845017
858,33.42160711,16.71080356
859,35.95171296,17.97585648
860,30.81980305,15.40990153
861,37.19844577,18.59922289
862,45.42604188,22.71302094
863,44.06357197,22.03178599
864,37.6576857,18.82884285
865,53.12387617,26.56193809
866,63.74547897,31.87273949
867,60.45931958,30.22965979
868,65.20675249,32.60337625
869,67.02544872,33.51272436
870,76.17121588,38.08560794
871,80.84506885,40.42253443
872,72.72123523,36.36061762
873,75.99422251,37.99711126
874,71.73475436,35.86737718
875,66.16972038,33.08486019
876,57.01911173,28.50955587
877,57.89962195,28.94981098
878,57.67929233,28.83964617
879,48.2553396,24.1276698
880,40.63732851,20.31866426
881,37.65203489,18.82601745
882,34.66446067,17.33223034
883,38.86949391,19.43474696
884,41.54871743,20.77435872
885,36.05959412,18.02979706
886,29.26713348,14.63356674
887,52.2162398,26.1081199
888,51.66164981,25.83082491
889,53.89488928,26.94744464
890,62.96236316,31.48118158
891,70.22849589,35.11424795
892,68.13406951,34.06703476
893,61.15544426,30.57772213
894,67.83587293,33.91793647
895,73.02976471,36.51488236
896,77.73493668,38.86746834
897,72.4924238,36.2462119
898,71.58255178,35.79127589
899,62.68130941,31.34065471
900,63.58108642,31.79054321
901,60.04066312,30.02033156
902,51.32426573,25.66213287
903,41.95453209,20.97726605
904,41.61671198,20.80835599
905,32.29679837,16.14839919
906,41.80330809,20.90165405
907,33.98635096,16.99317548
908,29.7899932,14.8949966
909,34.24566266,17.12283133
910,40.78194806,20.39097403
911,56.39598421,28.19799211
912,47.11615222,23.55807611
913,55.46970011,27.73485006
914,59.23541864,29.61770932
915,66.84258356,33.42129178
916,69.74623486,34.87311743
917,80.85907911,40.42953956
918,74.49490183,37.24745092
919,73.21917308,36.60958654
920,79.43997016,39.71998508
921,85.66181755,42.83090878
922,68.05304485,34.02652243
923,67.75284762,33.87642381
924,77.66070199,38.830351
925,57.69963276,28.84981638
926,51.09301447,25.54650724
927,39.86654881,19.93327441
928,45.10540746,22.55270373
929,35.66470565,17.83235283
930,39.2687865,19.63439325
931,38.57896859,19.2894843
932,30.33013719,15.1650686
933,36.8513447,18.42567235
934,38.35152815,19.17576408
935,50.70971293,25.35485647
936,50.24839571,25.12419786
937,51.65210523,25.82605262
938,58.31197182,29.15598591
939,66.50658182,33.25329091
940,68.15091556,34.07545778
941,74.67093823,37.33546912
942,71.73192941,35.86596471
943,79.81291532,39.90645766
944,72.1932433,36.09662165
945,71.75272611,35.87636306
946,71.1438184,35.5719092
947,71.88535539,35.9426777
948,64.27527327,32.13763664
949,48.16308343,24.08154172
950,45.73483802,22.86741901
951,53.50581057,26.75290529
952,33.10238146,16.55119073
953,39.77568342,19.88784171
954,37.31042253,18.65521127
955,31.41966294,15.70983147
956,35.79476392,17.89738196
957,49.81439628,24.90719814
958,44.82512695,22.41256348
959,44.26376835,22.13188418
960,53.15742639,26.5787132
961,48.67322605,24.33661303
962,57.82574029,28.91287015
963,64.80746722,32.40373361
964,71.98158485,35.99079243
965,76.05528199,38.027641
966,72.47277604,36.23638802
967,79.62683644,39.81341822
968,72.50687273,36.25343637
969,67.77188827,33.88594414
970,66.98814253,33.49407127
971,60.45541546,30.22770773
972,64.37823019,32.1891151
973,57.20070471,28.60035236
974,48.9239831,24.46199155
975,53.52125735,26.76062868
976,41.30248433,20.65124217
977,45.27081121,22.63540561
978,46.72634528,23.36317264
979,38.7049606,19.3524803
980,38.61713309,19.30856655
981,40.25477191,20.12738596
982,39.55715346,19.77857673
983,43.4860054,21.7430027
984,57.32388858,28.66194429
985,58.88805563,29.44402782
986,55.58098685,27.79049343
987,74.80968263,37.40484132
988,64.02011895,32.01005948
989,77.71218545,38.85609273
990,79.52145861,39.76072931
991,81.64995285,40.82497643
992,80.94961335,40.47480668
993,66.16069787,33.08034894
994,68.55501115,34.27750558
995,67.94043834,33.97021917
996,65.28743032,32.64371516
997,57.45087677,28.72543839
998,51.55001706,25.77500853
