stage_id,S1,S1,S1
51,2.49970898,352.2500663,327.5953946
52,2.627177411,336.4161322,319.6487225
53,1.747598787,352.8290696,325.9804301
54,1.718499487,343.0609925,319.8350352
55,1.657186939,338.9714046,329.9482112
56,2.792000171,341.2443379,323.2296052
57,2.263128857,342.6533812,316.9625011
58,2.841924781,348.8388924,333.0021515
59,3.310633856,338.9191599,327.6495537
60,2.577985797,341.7636844,318.0371965
61,3.025616457,349.6879264,327.4360413
62,3.429967504,334.9482596,323.748901
63,2.513796167,349.6293826,315.5284138
64,3.811482149,347.8531043,323.2384702
65,2.100318666,351.2646091,318.0590144
66,1.524341598,350.5689072,322.2510766
67,2.800660406,333.5160788,319.0738521
68,1.781915522,344.0270055,329.5554378
69,2.954827146,337.4749591,319.1416177
70,3.553943889,342.6111754,328.4474506
71,2.887301471,343.0205469,324.7774137
72,2.815225905,344.6151244,319.2443012
73,2.70221826,335.6659706,331.528849
74,1.966635456,342.625069,332.1955368
75,2.691679068,352.7708256,315.7643805
76,3.898540289,345.1656922,325.6820347
77,2.301789464,345.5302175,329.6687539
78,2.52457061,350.4325813,327.9962472
79,2.529799753,338.2697495,323.2598286
80,2.728352637,333.3345547,323.7521865
81,2.407112154,333.6163611,325.2597027
82,1.873723948,336.2029756,317.7505119
83,3.99534591,335.7224,322.402112
84,2.025977894,349.8653154,328.1223883
85,2.565128272,334.4279639,326.3096547
86,1.950925221,348.926399,320.3945004
87,3.885258285,335.7381829,328.8934742
88,1.889925126,344.3078517,321.3368915
89,3.17360922,333.4981182,314.3968467
90,3.581468656,348.2878836,326.6920342
91,3.627931532,348.3349386,326.1990454
92,3.693544872,340.6890265,328.2372302
93,2.954927185,344.4037423,329.2880376
94,1.694099548,340.6034565,322.8088608
95,1.872931439,340.8774613,329.6685293
96,3.142547688,337.6209044,319.267567
97,2.137143314,348.7541142,320.8646891
98,2.776445795,343.6602113,332.2397283
99,3.17588285,336.9253432,314.704128
100,3.686551469,350.5172067,313.393445
101,2.620120338,348.6005609,313.8490077
102,1.842032552,344.5004683,319.3232901
103,3.260528323,344.5483105,332.2321098
104,3.542080384,345.5596071,324.9295506
105,1.677226918,346.6679059,324.1038964
106,3.959978376,352.4940069,317.1239324
107,2.817198507,349.5113965,332.6533161
108,3.067072411,343.6426633,319.0711448
109,2.251736629,343.8173208,332.8361237
110,3.769209321,352.2687482,328.1423203
111,2.291499828,335.2554641,320.3519876
112,3.336402605,337.8984112,313.5804089
113,2.795879459,341.6780772,328.9537137
114,3.261008727,344.7757789,332.3548884
115,3.619126307,334.9514181,320.2107041
116,2.878546798,342.3364181,321.7175653
117,2.377465402,340.6444321,315.8351787
118,3.753526844,347.0361697,330.286372
119,3.148295597,339.8822391,314.1449969
120,3.428160033,340.6963122,324.9354668
121,1.785664252,347.3072405,315.6853555
122,3.540260231,337.7826147,313.2433969
123,3.291612359,347.6122391,315.1894042
124,3.453337155,343.4746393,314.5637942
125,2.529049309,351.2004091,323.6497966
126,2.67189216,343.7455879,330.9897542
127,3.720739098,340.1998649,320.9031859
128,2.405866336,342.2282458,328.132366
129,2.459832217,339.2174355,328.0434204
130,2.08978771,340.2427976,332.1577126
131,2.633047284,342.6679813,322.3531431
132,2.984197235,336.6182434,319.4540598
133,3.571334048,351.1820296,322.9715262
134,3.160882163,340.1468948,320.7096783
135,3.371314794,353.0136803,325.0562732
136,2.999944327,337.0016921,314.5065662
137,3.750301673,335.7220965,329.150064
138,2.135030103,351.3593687,317.8805885
139,3.558050557,335.4869008,320.8632961
140,2.112883844,340.9647064,323.8547816
141,3.119576031,348.9679903,324.8242093
142,2.098106222,336.2952193,332.43314
143,2.19881982,337.8755372,316.4931244
144,3.682498575,339.5058263,322.3860366
145,2.957508224,337.2625141,331.0149978
146,3.8237905,336.6666966,328.8187349
147,2.251936663,339.8613079,321.1807916
148,1.668657924,341.7709432,314.5600383
149,1.885096137,345.5061344,313.7553207
150,2.915912722,347.2483962,318.4233378
151,2.0140423,350.3834851,320.3107916
152,2.783966767,334.6285711,332.3181484
153,3.152658863,333.1770334,314.8671373
154,3.23827389,342.4550894,328.4093048
155,3.435500414,342.1834108,314.0463116
156,1.889431351,349.2588465,322.3896513
157,2.374068608,341.1412259,318.8250251
158,3.934748008,345.3527386,328.3640551
159,3.98784448,339.3914707,316.2718291
160,2.732155373,349.0857089,321.9347144
161,2.0896055,345.5257195,328.2084665
162,2.473924401,348.1851198,319.9764282
163,3.195336815,336.9253319,321.3632187
164,2.30336983,342.2355598,323.7099947
165,1.869369587,333.6698375,320.6490725
166,2.718883874,347.4445199,316.4032669
167,1.596422998,344.6265559,320.6774732
168,3.653307561,336.3695334,325.041742
169,3.566684932,348.8424305,318.4310128
170,2.577257901,337.9464957,317.4331606
171,2.264240963,347.1427448,327.9379737
172,2.60733428,352.4055951,320.4409802
173,3.757675821,343.3156856,325.8977518
174,2.538054865,350.8976598,320.4133866
175,3.292518675,352.5840612,330.2534031
176,1.836953739,346.1690722,314.4737807
177,2.83494518,351.5150414,320.6712976
178,2.939888739,334.095865,324.12109
179,2.457319022,340.7392736,322.4870534
180,2.718241513,350.3697615,318.6831362
181,3.463462402,344.3510309,315.3381441
182,1.504530318,343.8327616,315.210482
183,3.677854205,352.6443783,330.8157238
184,2.6199526,337.1461966,315.8359472
185,2.067025637,340.2735905,322.8248861
186,1.82887661,341.9152557,318.0435312
187,3.639890593,347.2780174,316.5297465
188,2.549438787,337.4754422,317.5865125
189,1.904123913,348.5270148,317.1937711
190,3.362307489,350.20157,326.8431154
191,3.71754502,352.2715177,324.6275341
192,2.40031412,340.2718977,327.9077143
193,3.961559621,339.4887197,322.5787251
194,3.023030655,352.5838541,319.9102013
195,3.363389907,348.0477511,318.1810781
196,3.11511373,340.0388057,323.2433964
197,3.882635491,345.4270122,314.7606975
198,1.571019326,345.7503812,319.7754157
199,3.277667216,349.0370158,325.363596
200,3.675854066,333.8518395,321.9163722
201,3.956052409,334.5904036,320.5628261
202,3.487044985,334.106315,323.0979339
203,3.147114815,340.8107691,332.7686157
204,2.849176337,333.3999248,332.9512276
205,2.741856859,343.5766536,324.7480188
206,2.040383277,337.4789676,313.1955788
207,2.058172203,349.8002328,326.1002087
208,1.946494959,334.1807673,321.7830916
209,3.703512957,340.5495963,328.0927729
210,2.907730215,347.4440785,329.5486342
211,1.625791968,336.9069178,319.6333149
212,1.631172299,339.683265,318.1709549
213,2.80117902,342.3069485,320.0254116
214,2.59325745,333.3728785,332.701399
215,2.350346711,335.0222048,313.6379868
216,1.934069296,336.4363049,326.7870801
217,3.966469094,342.8336586,321.7749482
218,2.236621414,347.8745013,321.9975455
219,2.730195544,338.4908061,330.9957608
220,3.459169622,352.7729666,324.5701613
221,2.352469151,338.3466581,331.182603
222,3.251891459,349.9592495,327.6029059
223,2.639071271,336.3680892,321.3246975
224,3.203401674,334.3170482,314.6135111
225,2.297478586,334.6543676,314.6142471
226,2.890122951,333.738338,320.8795244
227,2.696520823,336.7637138,315.5326018
228,3.091514644,339.1286296,319.6947459
229,1.969063647,351.0745863,324.7126679
230,2.846799237,345.3207757,313.3515345
231,2.653238073,335.6247042,320.4326818
232,1.891385202,344.1073948,332.3492908
233,2.936218487,352.156782,322.1869835
234,2.780577174,352.0254307,319.227295
235,3.700788231,336.5545964,330.3365162
236,2.72976687,335.8356715,330.695518
237,1.516579854,337.6710892,317.1603408
238,1.991635475,345.9855429,322.4187333
239,2.560507512,337.5221604,313.7401768
240,1.556886689,340.4903765,332.9310796
241,1.527837397,347.0299172,329.988852
242,3.960238715,347.207996,327.1375949
243,3.29893144,351.7583363,325.0251691
244,1.908638887,351.6715834,328.3067922
245,3.371717046,346.8105573,320.8409315
246,3.59709121,336.1054883,321.4684618
247,3.59465124,334.250543,325.555713
248,3.305928047,350.3533242,318.5065568
249,2.177644368,337.1120044,331.7177135
250,1.785708906,349.432761,328.2550903
251,2.374062489,344.5572344,331.3358287
252,2.923872212,346.8209548,316.7372005
253,3.402166607,334.5629807,315.3023645
254,2.941197318,345.5745257,322.8826686
255,1.843252509,335.3016295,326.9947578
256,2.222131186,345.3447459,318.7525147
257,1.954335806,336.447788,315.7971981
258,3.242521244,337.475293,329.2850665
259,3.875897482,335.7426113,318.4967648
260,1.880445135,333.9633246,332.1704911
261,3.753259338,347.1930646,314.4025974
262,2.702247117,334.5220695,323.7015641
263,3.140950909,335.6328899,321.3333109
264,3.803516297,350.3464828,314.1121564
265,3.987184597,345.9584964,321.3816333
266,2.194552659,352.4478561,315.265803
267,3.646037598,343.1795625,320.287667
268,3.08714432,338.2665175,329.073671
269,3.872712997,352.3416128,330.0591541
270,1.979830858,349.9806665,321.6013745
271,3.647804743,339.33388,321.0741502
272,2.32740681,346.9802157,325.2993034
273,3.974553126,345.4162579,319.4343942
274,2.80791802,334.5922298,332.6461838
275,3.262826636,343.4440114,323.1172821
276,1.962047421,350.9808283,327.3052894
277,1.733575101,344.4418417,328.4375034
278,3.577017978,340.4075644,323.5849263
279,3.838623936,342.2849431,327.7769615
280,2.023348369,345.1971125,322.4164241
281,1.936645416,349.3841571,331.0802733
282,1.55258678,338.4158054,320.5675115
283,2.821203295,346.094199,324.66718
284,2.799804642,348.5949364,327.9359942
285,3.175240298,352.2346677,327.4116025
286,2.659887513,353.012458,325.807126
287,3.789890584,338.2765599,332.6750116
288,2.165028942,343.1752721,316.274864
289,3.533016442,349.5944488,319.899596
290,2.372169892,349.288257,318.9377846
291,1.669763879,333.6161334,327.6003366
292,2.701739525,342.3736788,320.248692
293,2.736840467,350.6130057,331.0285929
294,3.687980132,339.1872538,317.3539751
295,3.481423762,335.0812229,322.8073657
296,3.442779534,339.1035565,313.5955789
297,3.055542196,343.3176936,314.6705527
298,2.959940567,338.3666415,331.9861016
299,2.046572977,345.6067892,317.2048795
300,3.657477875,350.0523886,330.2548631
301,2.146507491,339.0247983,314.1516751
302,2.738833243,343.2746058,327.1147344
303,3.01800942,347.206686,316.5860806
304,1.91501032,334.2550064,317.0299834
305,3.498563296,334.9940653,329.2927856
306,3.380627572,348.1834318,314.6857577
307,2.663995783,346.1583936,321.0244366
308,2.160037881,342.2507433,332.9731357
309,3.250971948,352.765121,327.2964019
310,2.578980011,348.8454344,331.9968738
311,2.248748154,344.8315282,316.8030678
312,3.417851576,337.8223547,329.9560483
313,2.63809745,350.4557645,314.4293065
314,2.226202993,335.0049233,318.6004385
315,3.136712237,346.5029973,331.6971417
316,3.86269706,343.3102683,327.0593628
317,3.996937741,344.6756445,329.5945709
318,1.626056123,352.7297051,326.029317
319,3.908372556,345.1881977,327.0017546
320,3.366556567,352.3722428,319.8914232
321,3.446027477,350.1954095,322.5876705
322,2.416144611,348.4120634,319.5804946
323,2.68107405,346.3092456,329.7218339
324,2.56025019,350.3194232,316.2209072
325,2.756523923,339.537781,319.3910845
326,1.994586829,342.6909828,329.0233452
327,3.055652037,342.3479116,314.2899224
328,1.535545811,346.4517586,319.044996
329,2.780768507,334.0492389,331.7877193
330,1.821662787,345.3399847,329.8160695
331,2.876122936,338.1883302,326.4302466
332,3.983140207,333.1877859,329.1057632
333,3.820244395,338.7333814,322.3034067
334,3.419139698,349.163077,324.874148
335,2.29668782,346.7000105,332.5227555
336,3.354891909,341.0987889,315.7253242
337,3.020759103,337.3070454,331.7504554
338,3.918783181,346.6245877,326.1435339
339,3.863732661,342.2293564,317.9617905
340,1.568518539,344.5086809,327.489465
341,3.538793467,340.037821,322.7865666
342,2.9432299,347.204422,323.9231534
343,3.700883123,336.9996028,329.2596199
344,3.85340194,339.1432827,331.0711708
345,3.701268647,344.8788275,331.395337
346,2.702183698,349.5399359,316.2269319
347,1.746593977,351.6764196,317.3625752
348,2.225387906,335.1717753,323.6662503
349,3.570981259,352.3189976,313.8571479
350,2.95837357,342.0080284,320.2461238
351,2.413791451,344.3398456,332.4579173
352,1.594895939,348.1152974,332.7270638
353,1.770146758,349.7212683,325.7021906
354,3.869887392,344.6824272,329.1229459
355,2.949451331,346.9123863,315.6892275
356,3.852154906,346.7333197,322.3262517
357,1.5077187,341.3674055,321.7716436
358,1.981980918,337.6178096,316.607149
359,2.909341322,336.3464862,316.6381486
360,2.772319791,338.1238579,323.7846504
361,3.223872036,346.1719662,324.2770886
362,2.560360626,335.4433611,316.3983508
363,3.721221626,336.7932325,320.8672981
364,3.745135936,334.7433914,329.6948314
365,3.371985948,344.1912714,313.7006036
366,3.614153057,337.1117003,315.2805563
367,1.503698261,333.8040744,321.6747681
368,2.388401752,352.019559,326.2113433
369,2.143021291,348.1790516,329.1271243
370,3.844633434,348.0646638,318.3219676
371,1.563597964,334.9272158,321.1701014
372,3.260864663,346.3438326,330.9910062
373,2.478143369,335.9482155,330.3563921
374,3.053966466,341.3142021,331.737392
375,3.629972962,352.8198175,316.4588319
376,3.708777684,351.7747048,313.2272634
377,2.286740699,348.2740741,329.4497374
378,2.039577159,339.3143467,331.2487718
379,1.719318743,344.057223,322.8946795
380,3.990542425,351.3027661,320.043925
381,1.9603521,335.4828924,332.2066166
382,3.516638083,342.8272172,314.4850128
383,3.509388535,351.4494348,327.6147394
384,3.380147625,338.367527,326.4467923
385,2.629096531,339.6649725,315.6193078
386,1.955880084,338.5865185,327.4452895
387,3.313064125,346.0971118,314.2421946
388,1.854793338,339.668032,325.9776686
389,3.705803039,344.9145149,328.2655775
390,1.743492959,337.6532759,320.2170859
391,2.759946899,348.3775735,321.0745752
392,3.751096364,351.4559629,332.0470115
393,2.033826037,340.5351402,317.4573876
394,3.970157303,352.6215092,314.6194043
395,2.368496799,342.3237911,316.6844202
396,1.679888587,341.6678553,326.1334566
397,3.134727749,334.6427166,326.9408218
398,2.098969516,336.0300181,330.9084391
399,3.58225524,334.1540055,320.4345932
400,1.533745896,333.5731798,318.1890767
401,2.073706242,344.826577,330.7677839
402,2.646397759,335.124119,313.5047536
403,3.279271704,334.0454246,323.7578245
404,2.583197496,351.2006034,331.2824335
405,3.699685838,350.879419,315.8798491
406,3.096845489,338.1693467,326.9332812
407,2.03449095,337.4526102,327.4841114
408,3.405878445,345.609357,315.7500445
409,3.938252635,342.9769346,330.4153247
410,3.58855644,336.2197861,325.8162127
411,3.57161234,333.8421526,319.4615737
412,2.583529196,344.1401836,323.7965838
413,1.701251402,338.5009211,331.2153972
414,3.646481853,345.2470787,332.4117388
415,2.846786496,343.6190832,317.0866986
416,2.538074079,342.5347897,317.9008022
417,2.561389387,345.0140489,322.0663475
418,2.375885383,339.1973876,319.6120477
419,3.365483743,343.4673629,321.8023689
420,2.957623064,348.1058037,313.2086751
421,1.544785914,350.0607988,318.4923996
422,2.839175018,348.5690526,314.5044131
423,3.393823986,349.082502,329.0167712
424,1.727822269,338.9341563,318.4729536
425,3.585982231,348.9431861,320.8935396
426,3.48451267,337.0166208,325.7229637
427,2.696478786,351.3725507,328.414551
428,1.590394049,336.9669446,332.6282461
429,2.800109355,333.4212526,320.6495747
430,1.762213729,338.9067038,324.278749
431,3.960828101,338.4786539,324.8020807
432,1.972711145,335.2968236,325.7946303
433,3.060476854,343.472463,332.0633999
434,2.664055852,349.8858486,326.4814703
435,2.896517941,340.9359248,327.1539487
436,2.624403051,343.4766805,314.8334267
437,3.362020385,346.4509805,323.4055591
438,2.315282082,343.3923136,322.9108792
439,3.685986952,351.1914827,329.1940185
440,2.257411476,336.9736561,320.5892969
441,2.010957982,345.9613194,328.1338945
442,1.688868575,350.6031343,321.9098217
443,3.254407138,341.2660905,330.9300933
444,2.273230119,342.0962982,317.7690299
445,3.111712593,349.6524267,328.7163467
446,1.788813439,333.3471696,331.6433107
447,3.864979192,346.8414771,322.154052
448,3.584673438,343.2801286,330.9201541
449,2.775644954,338.5625935,316.9905501
450,2.896925537,336.9971994,325.1348954
451,1.741010832,341.7960254,328.597356
452,2.269043118,336.2372438,323.4099877
453,2.948687517,339.0630954,332.5202002
454,3.934919009,336.2008624,331.7209767
455,2.412598449,341.9889398,328.2777784
456,3.858139109,342.0129482,314.9603695
457,1.604081961,340.1005331,332.2637295
458,3.949657451,333.3205155,321.3048063
459,1.878098843,339.5819486,317.2342432
460,2.906996997,345.1609469,313.8238644
461,2.698517513,344.9695492,332.525429
462,3.54551749,350.1543788,328.1760061
463,3.0668314,343.2180991,332.1236294
464,2.170003755,348.1686877,324.4515935
465,2.052247146,348.7947139,318.0895272
466,2.563480716,344.5221273,315.3675971
467,3.637194114,343.3823869,320.1483197
468,2.113350975,334.5593821,321.6972047
469,3.581570078,346.7350585,326.6143629
470,2.502102477,340.1114807,330.06943
471,3.636833515,340.033861,314.4655515
472,3.687800652,344.5098765,321.9397494
473,1.931742458,336.167564,321.8134497
474,3.974245542,337.295654,325.7592937
475,1.985130524,346.1123815,321.0206412
476,3.163226567,346.9805799,324.2743013
477,3.969965703,350.8642727,323.2544089
478,2.506839456,338.5661295,317.3331146
479,1.711323116,339.2678373,328.8976944
480,2.330112807,336.1295774,320.4478563
481,2.657310986,340.5809251,327.918629
482,2.109722718,349.3552281,332.4287562
483,3.011011592,347.1502011,332.9235146
484,2.052968598,336.9935283,314.2840151
485,3.574407748,336.6618134,313.5701334
486,2.250028211,350.8790476,319.4141543
487,2.604242,336.1811168,329.7292699
488,1.747688251,338.9115187,314.8248816
489,2.653659948,336.357833,319.8151232
490,2.461557968,350.8089865,325.3206692
491,2.254400746,350.0707502,319.6346768
492,2.772996476,341.4421625,316.2424807
493,3.991760702,343.6126543,320.9219133
494,1.887225407,345.7139339,319.7527047
495,3.418575186,349.3857589,324.9189311
496,1.745173277,350.8415533,327.1724448
497,3.402865745,337.9482538,321.2714423
498,3.782122685,336.2134806,314.7161323
499,2.567404263,337.8676179,315.035278
500,3.886387595,343.8531221,326.2235411
501,2.033665289,333.5249924,315.716968
502,3.478359686,343.9842926,332.9656235
503,1.584271235,349.8657077,321.6688849
504,2.98066342,338.570509,331.769978
505,2.057507204,333.9257799,319.7176668
506,2.683488995,349.7860308,333.0308713
507,3.555949807,340.1288287,317.0653891
508,2.903482486,351.6734408,326.037636
509,1.767588942,336.7470792,332.2328773
510,2.47740213,337.9071443,323.6742919
511,3.469305163,349.0969555,321.1966769
512,3.50904826,335.3812378,327.0783162
513,2.066632989,342.6163916,320.0348652
514,3.925441993,350.4842636,328.0337574
515,3.743620447,340.9841076,333.0614146
516,3.574177198,345.595457,323.4295991
517,2.687437435,345.2520785,322.8096347
518,1.824183747,347.2580115,318.1972817
519,2.898287208,348.1073973,313.789878
520,2.337038505,352.3842249,315.5685032
521,2.769455615,349.2924447,332.4922167
522,1.572169376,336.1333546,321.2484052
523,3.463063021,349.9988378,329.2145022
524,2.956451936,338.0313633,322.5671531
525,2.747148882,352.1319557,318.5439113
526,3.298777529,339.5953469,324.9729477
527,2.689834362,336.6495925,331.1730263
528,1.894468658,343.7085463,317.8015052
529,2.27578669,346.1720598,319.5122653
530,3.481116032,342.6268403,322.0134103
531,3.089127003,340.2727115,318.0659806
532,2.649319287,343.4736391,319.2179699
533,3.673312112,347.9067658,320.9808765
534,1.607078225,348.1230838,318.742579
535,3.880361559,342.1637907,330.0863979
536,1.626328673,342.5361167,327.8280342
537,3.143336211,346.4108005,321.8105478
538,3.692512387,350.5295331,325.6337402
539,2.384233871,345.6399544,332.813602
540,2.676128825,342.936068,319.9433698
541,2.724081262,340.5979681,330.6279629
542,1.580121402,351.2025801,331.8247298
543,2.644356551,348.751029,324.8568955
544,3.994265027,344.4559342,326.9590046
545,2.306567579,346.7714862,324.6287723
546,3.998056883,333.9025763,327.1809817
547,3.380703924,351.0511893,326.2160598
548,2.928965424,349.5619089,323.729769
549,2.051924566,343.8739817,321.1999515
550,3.90829456,334.3112129,321.4589601
551,3.355997535,345.4215841,313.7448526
552,2.90743112,339.5402503,330.5839188
553,3.783679276,348.8887054,323.9854223
554,2.641426448,345.679852,328.881462
555,3.231396738,346.4245265,328.6281651
556,3.720650244,343.2705135,320.0355832
557,3.079955194,335.691866,328.3837373
558,2.922811304,349.0103053,326.4757548
559,3.101616327,337.3414381,324.4968894
560,3.964236052,346.9078912,324.7204703
561,1.985512771,342.6091786,332.2564812
562,1.747148369,333.5281478,329.2559941
563,1.628987442,348.6915955,324.185135
564,2.914394829,346.2183069,324.1596085
565,3.476273908,337.9741941,333.0576629
566,3.19015131,350.3201124,333.0649747
567,1.769921047,338.1005446,328.3890157
568,1.961736595,350.0865729,330.3934643
569,1.819616792,337.3405713,318.7273875
570,2.281395266,338.1151578,322.3296759
571,3.014932981,341.1419747,329.3684067
572,3.984404803,341.3667353,322.4144881
573,3.093178447,344.9732531,319.973197
574,3.426200058,351.402952,332.3438042
575,1.734087334,338.1120794,330.653388
576,2.920722026,333.8825222,320.7029342
577,2.032453491,340.3111675,318.3673536
578,3.237139751,347.4235948,326.8617588
579,3.436008004,340.9505999,314.5531041
580,2.210890996,344.5267882,317.6776377
581,2.976747661,333.6048209,313.9898527
582,3.202229189,343.286625,326.9154728
583,3.059721523,337.7854968,326.763141
584,3.790920477,342.9752384,319.5598477
585,2.745747855,340.270066,327.9837508
586,3.801386393,333.5377238,322.659743
587,3.84751759,350.8221406,328.5627209
588,3.889907495,348.0507492,315.7851486
589,3.908989143,340.4437547,313.8385965
590,1.742444581,343.0020956,326.8450147
591,3.160628899,344.5694646,322.7507596
592,3.025676329,336.1832237,317.5283277
593,2.886455352,351.2385207,325.0032735
594,3.167805298,345.1607119,319.0587667
595,2.099150822,342.7808844,321.5370114
596,2.811761031,336.5075163,331.7740624
597,2.803104439,344.0373302,327.0240096
598,3.141454353,347.263542,321.8930101
599,2.129787011,341.1525045,314.4005039
600,2.264845723,333.7141142,315.3454184
601,2.906535207,350.0652848,315.5043898
602,3.614001169,351.407405,316.4068199
603,2.279741287,333.6967494,326.0091551
604,3.072530303,348.8730514,327.5900576
605,2.133510046,336.8452661,316.4478283
606,2.712031056,352.4492455,326.851758
607,2.281457922,348.4665111,316.8627305
608,3.73556564,338.3510412,313.775725
609,3.132134873,337.3258984,317.7299807
610,2.10605912,343.8912454,332.7082547
611,2.49980915,348.723558,321.0016107
612,3.201743123,339.5619344,317.6874917
613,1.566428862,347.9859477,319.2418778
614,1.606099249,353.0831493,332.7798369
615,3.179222102,341.3929597,326.1585583
616,2.678861607,345.037066,328.1366386
617,2.467181775,339.9268681,332.1076723
618,1.884379623,344.746251,328.9492717
619,2.016211216,338.1979914,318.0845841
620,3.428623421,333.3417121,323.3570968
621,2.388420459,349.1929626,325.9983561
622,3.24071496,334.4688801,324.850981
623,2.963491127,341.9127208,314.5465722
624,3.599955734,333.9752679,315.1958206
625,2.271508649,348.8841545,328.4974237
626,3.964447759,348.1054529,319.6415473
627,3.057768333,340.4250667,317.0522161
628,3.309231901,339.4822161,322.7837056
629,2.910416671,341.1663467,314.3982294
630,3.9892211,350.3669724,325.2422324
631,3.81425961,341.317445,324.8634639
632,2.064620893,340.8321013,332.7246817
633,3.665328189,350.3610786,322.2930883
634,2.344871927,342.3328679,332.0053789
635,3.391570373,341.7613877,328.2569718
636,2.159696779,342.2563341,316.3482057
637,2.116429108,348.3030563,332.4095193
638,2.733124927,335.6126955,319.9579706
639,2.690793947,342.9139297,328.5509882
640,3.386545169,347.6792717,323.5230791
641,2.12266593,341.072371,314.8108952
642,2.960130274,343.0116558,324.3322553
643,2.369512551,344.5728169,318.581077
644,3.689697837,334.5502147,326.2485261
645,1.907496939,339.4467889,314.3589972
646,3.078217128,338.9514155,323.9379606
647,3.389604643,339.2860063,330.3425892
648,2.970237424,344.7303901,318.4581528
649,1.913331107,345.2328292,327.051028
650,2.732389343,345.4943927,327.6414739
651,2.225315646,348.7959861,319.1058482
652,3.979342187,333.6263462,317.7592852
653,3.079629602,348.2402699,327.1444755
654,1.915958808,352.2551232,316.6203287
655,3.690567101,341.7643202,331.9098884
656,3.262785816,351.6243502,325.6498749
657,3.535918982,335.9978679,327.6589988
658,2.34284678,347.8406043,316.4115315
659,3.726274164,342.8861257,317.6062601
660,2.395434822,340.3458193,331.7252701
661,1.798500473,341.5699665,325.3705887
662,3.011948093,340.3547182,315.4831136
663,1.702587961,341.8727684,321.3111609
664,1.68282694,345.8766375,329.5146896
665,1.747156982,334.4626931,325.2678585
666,3.712064663,347.09157,327.8995196
667,2.388407926,344.14065,317.4171985
668,2.398041124,342.8584261,327.9742273
669,3.699125786,343.6106277,315.0444032
670,3.525659356,334.6048617,331.7844557
671,3.676639773,334.6055328,332.6627493
672,2.632683155,340.7860072,327.9967263
673,1.816924599,339.9947667,321.3000316
674,3.109982453,345.3261004,321.8443903
675,3.801225008,339.3668602,315.5460384
676,2.652870336,347.0206584,317.046266
677,2.420438463,347.6604835,316.6297239
678,3.749940125,347.67934,331.3708495
679,3.973569329,348.2226554,329.9501042
680,2.496324875,352.5091219,318.0095529
681,3.050638096,343.5855338,329.7075956
682,2.549939303,337.5609716,332.2734395
683,1.862641609,338.1440027,317.4586226
684,3.058481625,340.0718005,326.3777167
685,2.151746593,338.4687912,320.2494276
686,2.399837617,338.7143521,325.7420423
687,3.712712723,352.8880372,330.1670756
688,2.005244102,352.0699137,327.8675748
689,1.935726475,343.0073055,318.3523612
690,2.183389474,338.3272448,319.354371
691,1.79275438,341.9657225,323.3956975
692,3.185226873,349.4114931,330.9931904
693,1.979004325,349.5984568,318.719535
694,2.474819579,342.2925389,324.9455333
695,1.890179811,343.6637845,316.6556606
696,3.175075994,333.1702065,322.900678
697,2.376028266,352.2314265,319.3678053
698,3.227476946,343.5722806,321.0834253
699,3.829796156,351.8433535,315.4530961
700,3.872765997,343.3803393,325.0237952
701,1.878800298,341.705211,326.0519776
702,2.152393368,342.9019041,313.1573111
