loadshift_id,LS1,LS1,LS1,LS1,LS1,LS1,LS1
61,3.1013808,0.001913644,1.750157362,0.001486721,0.000126799,0.000535835,0.001747804
62,2.872853705,0.005819995,3.875601822,0.00383266,0.000507894,9.60379E-05,0.001839517
63,4.209613255,0.005910337,1.969262737,0.001671595,0.000749368,0.000692591,0.002653852
64,4.049758434,0.007430498,2.746496925,0.001427907,0.000456868,0.000434317,0.000190359
65,2.866814961,0.008815113,1.840209823,0.000941493,0.000177352,0.000982947,0.000362257
66,4.552900367,0.007759167,0.377908601,0.005513026,7.85785E-05,0.000173231,0.002664748
67,4.652882697,0.00750013,3.040082643,0.003428425,0.000945742,8.39533E-05,0.000462154
68,4.936920377,0.000105293,0.30100027,0.004387031,0.00038207,0.000711965,0.00183526
69,3.442458535,0.006614215,3.826347521,0.006691102,0.000275795,0.000158863,0.002064144
70,2.533398153,0.004857978,3.513649085,0.001674266,0.000573598,0.000132134,0.002036202
71,3.870265746,0.008149645,3.452379037,0.000438001,0.000425134,0.000743707,0.001483037
72,4.828665004,0.003292823,0.379969905,0.009842903,0.000779032,9.09289E-05,0.000593459
73,4.998501807,0.005238319,2.057768988,0.002119642,0.000682606,0.000276469,0.000626465
74,4.855576759,0.009980352,2.383936322,0.009214487,0.000358641,0.000591016,0.001655201
75,3.061888825,0.007014769,0.520144578,0.007931314,0.000311096,0.000171136,0.002801203
76,3.260455974,0.006153717,3.632505093,0.000481485,0.000921867,0.000195725,0.002067266
77,4.556499614,0.005872303,2.209204087,0.000483464,0.000657753,0.000878331,0.001140477
78,2.826300006,0.009287662,2.801124434,0.005207837,0.000532916,0.000478037,0.00078109
79,3.190737746,0.007231026,3.422743207,0.008409392,0.000509032,0.000316716,0.002667384
80,3.08090378,0.007587314,3.17685458,0.003108041,0.000936359,0.000527236,0.001209784
81,4.534539741,0.008636496,2.042355718,0.006537536,5.24057E-06,0.000777909,0.000826218
82,4.396831103,0.009999156,2.492770109,0.006210437,0.000386381,0.000215539,0.002794432
83,3.946929602,0.008187645,3.884320477,0.004218571,0.000600212,0.000111966,0.001709234
84,2.951676048,0.008785332,2.380733421,0.009782177,0.00012589,0.00050574,0.000410068
85,4.933484577,0.008732588,0.468308581,0.005107984,0.000485079,0.000400885,9.98457E-05
86,4.361752065,0.009527608,2.235170443,0.006579614,0.00028649,0.000160201,0.001671465
87,3.131012473,0.006023935,3.884059736,0.003963174,0.000930515,0.000789612,0.000836263
88,3.619729869,0.000940412,2.15966891,0.00336698,0.000286637,0.000679663,0.001368982
89,3.790347448,0.001232878,1.449184971,0.006549802,0.000668836,0.000158815,0.00156991
90,4.038841022,0.001392407,3.3813098,0.00542756,0.000134382,0.00033486,0.00124786
91,4.96345982,0.0043953,3.325691244,0.003106874,0.00081502,0.000925123,0.000721421
92,3.399066301,0.009647172,2.733263759,0.001745124,0.000782086,0.000326568,0.001770972
93,3.453267581,0.004637179,2.983757839,0.009361237,0.000137893,0.000268224,0.002340206
94,4.791592075,0.00206671,3.902723547,0.005488759,0.000913505,0.000209466,0.002531574
95,2.902916236,0.000679521,0.05132076,0.007023636,0.00024094,0.000245742,0.001828455
96,3.754107648,0.009732305,3.554816891,0.001431144,0.000200807,0.000258635,3.50002E-06
97,3.984151169,0.009797138,3.713553637,0.002118427,0.000454005,0.000432074,0.002129785
98,3.881087799,0.006784322,1.471905323,0.001967779,0.000427725,0.000152444,0.000938389
99,4.697011541,0.003488817,2.306280465,0.000336494,7.39643E-05,0.000248979,9.08132E-05
100,4.47137804,0.009544047,2.293025497,0.00977662,0.000461998,7.70912E-05,0.002119488
101,4.228533363,0.0032846,0.944428717,0.007085361,0.000460082,0.000464735,0.000929713
102,3.10369402,0.004743454,2.275702387,0.008019768,0.000920511,0.000840955,0.001744263
103,3.240395884,0.00542358,0.637396525,0.002913897,0.0001452,0.000204846,0.000652982
104,4.73968434,0.00071751,2.327240553,0.005291625,0.000395448,0.000169005,0.000493113
105,3.004838158,0.009112902,0.115231411,0.006138189,1.57664E-05,4.92342E-05,6.88801E-05
106,4.181453127,0.009644062,2.612766482,0.005357869,0.000100784,8.35943E-05,0.001437194
107,3.537071812,0.006740259,3.134636408,0.006573021,0.000267755,0.000453915,1.04922E-05
108,3.68598275,0.006135779,1.047789327,0.001817646,0.000321922,9.46656E-05,0.00125747
109,2.906821787,0.002670855,0.430660348,0.000489633,0.000849024,0.00044854,0.001094287
110,3.128705906,0.001258826,1.927714445,0.004301042,0.000691906,0.000710045,0.000513253
111,4.408198309,0.00406506,3.867858183,0.009850493,0.000395389,0.000418781,0.000792964
112,2.693355156,0.001624118,3.068599815,0.00193529,0.000627256,0.000507232,0.002484567
113,3.841855483,0.002605479,2.019892938,0.005732776,0.000349535,0.00096259,0.001706982
114,4.333123373,0.009838862,3.60412045,0.002283693,0.000558806,0.000112546,0.002912894
115,3.151028836,0.000131453,3.343540939,0.008579917,0.000901754,0.000265719,0.002416112
116,3.617271645,0.00725171,1.784457222,0.004098881,0.000197884,0.000992043,2.17811E-05
117,4.779780742,0.004695352,0.963113873,0.008537856,0.000599211,0.000216016,0.002193995
118,4.284715385,0.00112896,3.878091958,0.001155332,0.000874967,0.000540582,0.001661292
119,2.845090951,0.007373836,1.589263669,0.007441916,0.000651645,0.00065421,0.002513173
120,4.995208492,0.000738774,3.116090646,0.002296758,0.000683286,0.000540881,0.002552737
121,3.426049665,0.006874837,2.185509436,0.006981399,0.000245536,0.000158279,0.002148991
122,2.588323493,0.001274066,0.687414277,0.003686309,4.02344E-05,0.000669781,0.000280385
123,2.586633204,0.005801715,0.007919907,0.003795178,0.00079338,0.000797549,0.00198118
124,3.92516195,0.007718747,1.052294018,0.001631999,0.000501608,0.000946905,0.000768338
125,3.617236269,0.002607242,0.811149861,0.009082955,0.000266137,0.000139918,0.001118778
126,4.772727992,0.003011215,1.571949252,0.001799584,0.000692602,0.000284224,0.00087577
127,2.849517766,0.006632625,0.972180783,0.00351073,0.000913285,0.000537419,2.96274E-05
128,2.511415295,0.005086912,1.389603364,0.004335385,0.000134339,3.92793E-05,0.000165617
129,4.794619065,0.00441854,2.764554828,0.00252912,0.00012351,0.000850811,0.001495252
130,4.587465784,0.007848398,1.96138472,0.002861468,0.000676841,0.000253458,0.000531165
131,3.969277057,0.006194729,2.828398287,0.008538522,0.000683236,0.00061365,0.001790284
132,4.928906428,0.007041475,0.301095015,0.007924471,0.000641863,0.000601193,0.00054159
133,4.582816892,0.001570565,0.169238638,0.005917955,6.61556E-05,0.000250864,0.001367295
134,3.212993663,0.007080125,1.615361535,0.005856359,0.000820518,0.000168713,0.001217178
135,4.561013926,0.007766546,0.403220343,0.002919789,0.000205133,0.000774195,0.002812666
136,4.961443298,0.009865595,1.413372598,0.007702044,0.000140179,7.53536E-05,0.001747635
137,3.077657403,0.003751903,2.368031001,0.006037786,4.1456E-05,0.000209792,0.002384817
138,4.783288404,0.004658168,3.761921624,0.00469306,0.000226929,0.000432279,0.001648319
139,4.652700955,0.005527031,0.339185523,0.005295819,0.000674098,0.000128778,0.001466079
140,4.215059214,0.003108504,2.620581879,0.001339796,0.000374589,0.000205635,0.002319061
141,4.747678266,6.98221E-05,0.925742535,0.002752855,0.000340914,0.0008361,0.002268422
142,3.009408909,0.008496771,3.814829169,0.003771938,0.000910896,0.000463506,0.000730013
143,3.306980052,0.001041864,3.052987238,0.009797376,0.000425265,0.000606433,0.00072554
144,2.784028717,0.003478656,1.109038655,0.006298427,0.000835713,0.000277167,0.001764053
145,4.403652934,0.006891024,3.308467117,0.007462131,0.000609672,0.00083237,0.001241206
146,3.14132379,0.008148823,1.023034101,0.009256536,0.000409574,0.000915701,0.000594233
147,4.919479361,0.007097138,0.177275858,0.002914132,0.000197031,0.000752632,0.000315048
148,2.683038917,0.004683029,2.912686707,0.00356747,0.000877565,1.90457E-05,0.002453845
149,3.296503043,0.001015904,1.770507984,0.008337468,0.000743047,0.000724462,0.001791095
150,4.140405479,0.001482214,1.489395312,0.007497029,0.000102175,0.000713721,0.002908762
151,2.568659225,0.007801199,2.778930116,0.009321874,7.73049E-05,0.000300088,0.001296302
152,4.711162501,0.003344253,1.481906639,0.000745296,0.00079053,0.000519031,0.000510054
153,4.950131864,0.002508809,1.470947305,0.001664087,0.000391959,0.000350612,0.001619426
154,2.990831636,0.008083643,0.040668065,0.009017264,7.69266E-05,0.00016754,0.000984948
155,3.549612694,0.008778294,0.396270848,0.001768136,0.000711325,0.000543878,0.00246294
156,3.517155681,0.005553377,3.450774171,0.007446226,0.000133969,0.000620591,0.002440163
157,2.670735851,0.009196621,1.54374085,0.005972814,0.000689382,0.000743805,0.000852354
158,3.29199855,0.00562252,2.853468834,0.009846607,0.000860017,3.95577E-05,0.000887108
159,2.804805054,0.005325633,0.192912318,0.004137369,0.000163706,0.000662841,0.001833435
160,4.161638712,0.003156301,1.371795726,0.004487462,6.17742E-05,0.000231661,0.000846588
161,4.703126557,0.008398383,2.94027084,0.00321322,2.51838E-05,0.000777121,0.002034526
162,3.531807051,0.003660419,3.125244654,1.56969E-05,0.000911306,0.000565714,0.002651593
163,4.752583361,0.000973062,3.726888702,0.006931321,0.000136456,0.000835129,0.001857986
164,2.863829501,0.00400581,1.356342262,0.000259252,0.000108124,0.000211952,0.002720736
165,3.736711939,0.00332622,0.559138162,0.000620316,0.000584754,0.000185636,0.002347125
166,4.510637973,0.00748155,1.361186793,0.003155904,0.000906429,0.000816999,0.001329792
167,2.769097196,0.009945029,3.279328964,0.000890889,0.00044929,0.000238497,0.001555432
168,4.000415715,0.00320931,0.333887171,0.004918751,0.000685583,0.000157665,0.002845028
169,2.570332757,0.00315894,2.39429136,0.004992849,0.000396047,7.82889E-05,0.00241906
170,3.20296328,0.005352961,3.542937232,0.002485653,0.000781182,0.00082967,0.000412195
171,3.529577272,0.000980775,0.570423035,0.007185677,0.000906907,0.000962356,0.00234178
172,3.350580855,0.000301509,2.968250518,0.005433774,0.000511151,0.000644411,0.0001819
173,3.857384901,0.004204215,0.224080507,0.000151131,0.000590399,5.20295E-05,0.001224845
174,3.394206972,0.003456042,1.809118749,0.008128588,0.000665354,0.000363422,0.001017138
175,4.810605802,0.000831693,2.154736768,0.004757437,0.000810893,0.000590462,0.002166976
176,4.828462235,0.003899047,1.032652544,0.002061434,0.000895662,0.000331534,0.002982934
177,4.562628658,0.009067843,0.793243341,0.002057494,2.68588E-05,0.00072288,0.002801126
178,4.899106034,0.008572898,0.134141083,0.008954294,0.000180541,0.000973581,0.001887324
179,3.849782349,0.004357329,0.296943862,0.009444931,0.000170838,8.03646E-05,0.002622769
180,3.335321888,0.000416661,3.115489125,0.005343416,0.000360094,0.000697363,0.000779435
181,4.748918015,0.005778425,1.0413253,0.009565647,0.000674837,0.000151972,0.001759927
182,2.710297469,0.003132955,3.474544305,0.003963446,0.000933616,0.000474219,0.000152669
183,2.655510731,0.003430309,2.62955031,0.008063037,0.00073863,0.00055975,0.002592327
184,2.682209621,0.005008591,2.588317883,0.004205827,1.59339E-05,0.000878609,0.002559247
185,4.088452208,0.007550004,1.130871712,0.005864534,0.000480048,0.000385991,0.001150075
186,4.552074076,0.002691675,1.586950046,0.001938846,0.000671447,0.000900165,0.00099935
187,3.994457145,0.009983987,2.441001797,0.002095879,0.000279255,0.00070504,0.001497154
188,2.532769124,0.009666451,3.118253095,0.004017637,0.000544959,0.000950561,0.001378544
189,4.460401886,0.008936742,0.356595492,0.009031465,0.000438246,0.000723495,0.00108068
190,3.332045348,0.003771678,1.29857836,0.004007774,0.000835192,0.00053821,0.002881665
191,3.826250708,0.004836056,0.983243909,0.004866575,0.000519341,0.000424603,0.00130444
192,4.229352957,0.008928861,1.023611998,0.003006443,0.000671838,0.000727052,0.001073751
193,2.704756286,0.006040625,3.067022848,0.004493889,0.000381692,0.000598878,0.001972685
194,4.226268859,0.005773452,0.390266852,0.006476326,0.00057819,0.000207519,0.002096917
195,4.526351809,0.00037326,0.540478901,0.00238146,0.000487055,0.000926666,0.001135106
196,4.038389527,0.005015295,0.477682068,0.002119416,0.000774814,0.000314096,0.001319091
197,3.630157929,0.00481448,0.766036083,0.001004027,0.00071466,0.000738295,0.002808645
198,3.864520811,0.006350812,3.110502913,0.00142366,0.000171168,0.000586544,0.002678256
199,3.063604684,0.005389727,3.259440032,0.006577525,0.000380231,0.000427808,0.000490654
200,2.521629658,0.000501045,1.788636954,0.0089425,0.000247146,0.000458584,0.000619535
201,4.63516546,0.008719628,1.802468658,0.007504617,0.000742407,0.000954631,0.001208118
202,3.816458143,0.002007171,2.800671996,0.008147726,6.06943E-07,0.000748014,0.002981063
203,4.974999239,0.005577023,1.830550585,0.008935342,0.000849242,0.000954503,0.002992257
204,2.518959389,0.002451643,0.92823977,0.006961802,7.61612E-05,0.000904413,0.001491116
205,2.594946294,0.007383695,3.118631864,0.003595119,0.00085499,0.000660685,0.000700198
206,4.060711401,0.008637323,0.733161522,0.002371304,0.0007161,2.35455E-05,0.000684169
207,4.806120914,0.002283036,3.155937592,0.002076176,0.000281446,0.000224213,0.001606545
208,3.964514544,0.006706844,2.442654374,0.00857177,0.000370916,0.000652927,0.000951414
209,3.130828898,0.002105613,2.398104317,0.002386673,0.000236479,0.000362757,0.002299758
210,3.343505704,0.00980874,0.586246527,0.004393613,0.000653941,0.000942649,0.001002461
211,4.364409511,0.006505269,2.509247925,0.009375814,0.000771753,0.000492482,0.002970589
212,4.240747571,0.003205688,3.893695096,0.003436281,0.000993496,0.00069781,0.001529233
213,3.689243165,0.002443118,2.874751066,0.004307762,0.00083496,3.83666E-05,0.002410542
214,4.061637768,0.006712153,0.67440315,0.009452062,9.29147E-05,0.000318331,0.000609284
215,3.32708911,0.008885567,1.102943569,0.001877135,0.000473574,0.000423183,0.001952061
216,4.713776845,0.002839145,0.072560422,0.00770559,0.000848021,0.000863775,0.00249743
217,3.936480463,0.007942216,1.997436395,0.001309123,0.000234053,0.000195111,0.001752593
218,4.386517688,0.007431636,2.729802241,0.000573786,0.000680509,0.000264607,0.002524163
219,4.701247708,0.002409776,3.974030526,0.001700263,0.000400779,0.000307763,0.00175669
220,4.106818978,0.000290131,1.470981008,0.007126133,0.00033488,0.0007685,0.0006436
221,4.653324362,0.009005578,1.161121574,0.004032049,0.000999002,0.000487988,0.002464668
222,4.244451929,0.003861191,2.066789688,0.009116585,0.000657307,0.000515314,0.001976361
223,2.602128862,0.004519852,2.506200952,0.00035826,0.000454732,0.000719926,9.15907E-05
224,2.836008709,0.007781038,0.208202904,0.002172322,1.27435E-05,0.000875868,0.001428764
225,4.84370149,0.005984276,0.727638446,0.003774267,0.000171151,0.000149835,0.002558851
226,4.34702685,0.009666868,2.538976294,0.004249819,0.000864051,0.000521304,0.000295314
227,2.941056547,9.24312E-05,1.739776932,0.005750656,0.000766484,0.000602478,0.001234002
228,4.758255098,0.007830581,0.658304473,0.003238274,0.000766343,0.000743087,0.00124328
229,3.251384375,0.007664732,1.127585405,0.005877335,1.60225E-06,0.000257399,0.000425257
230,4.46094054,0.009004245,2.103915443,0.002972831,0.000351659,0.000129127,0.002126561
231,3.212413174,0.004557559,2.261102646,0.00287173,0.000720038,0.000830688,0.002493466
232,4.034112469,0.003848459,0.282152806,0.009929892,0.000229352,0.00015076,0.001638989
233,2.505402821,0.002178286,3.31338353,0.002440143,0.000205261,0.000495386,0.0007805
234,4.163956716,0.00802061,1.114877262,0.006971237,6.57219E-06,0.000702509,0.002263965
235,2.773062579,0.00290571,0.466289276,0.007108249,6.06901E-05,0.000279026,0.001174084
236,4.062294887,0.000365148,3.461127754,0.003489306,0.000912923,0.000756461,0.000341369
237,3.128919966,0.003346434,3.920225002,0.007012985,0.00080087,0.000586023,0.002552771
238,4.419277792,0.009099266,3.128444201,0.002864811,0.000965577,0.000978414,0.000233172
239,4.294263833,0.00686589,0.144890543,0.003427035,0.00050478,0.00092315,0.000191118
240,4.372402023,0.000756113,3.195976653,0.007488691,0.000343238,0.000177622,0.001452667
241,2.530666541,0.005522366,3.585068675,0.001833393,0.000542968,0.000416611,0.002276379
242,2.713050138,0.003156984,0.674741767,0.003729238,0.000104632,0.000717503,0.001831678
243,4.742904852,0.008302595,0.409219827,0.005997573,0.000723629,0.000786326,0.002568282
244,3.70698322,0.009730292,3.993922351,0.006916139,0.000237788,0.000639676,0.002266159
245,3.217647001,0.007166547,0.676581321,0.008917132,0.000913676,0.000521559,0.001302749
246,2.896244137,0.007685251,0.242495426,0.005185966,0.000886734,0.000256762,0.00127101
247,4.454897311,0.003728549,1.909839867,0.00273559,0.00043462,0.000762353,0.002903529
248,2.813363438,0.003437659,1.269911996,0.004702951,0.000778144,0.000653504,0.000715119
249,3.44452737,4.10292E-05,2.987097059,0.002220465,0.000994279,0.000736973,0.00042378
250,3.661152965,0.008303629,1.533394295,0.000130957,0.000239164,8.33333E-05,0.002083348
251,4.187450728,0.003369762,2.517005823,0.006378736,3.01703E-05,0.000419893,1.39187E-05
252,4.827896041,0.009463241,3.008292797,0.002820106,0.000869585,0.000221445,0.000499463
253,3.622059323,0.001014117,1.466826491,0.005889798,0.000350822,0.000316616,0.001988261
254,2.797916683,0.006025438,2.348922971,0.005157654,0.000112753,0.000294685,0.002777583
255,2.819031032,0.005275345,1.291831016,0.00142246,0.00075736,0.00062487,0.00238926
256,4.198893551,0.003210794,3.757744733,0.008019741,0.000329654,0.000277067,0.000439401
257,3.467798824,0.000959724,3.833908172,0.007987373,0.000979007,0.000213913,0.001821061
258,3.002447269,0.00697179,2.756975638,0.000372912,0.000301762,0.000399396,0.002410666
259,2.877556903,0.004231824,1.37040331,0.00891939,0.000184632,1.84481E-05,0.001207944
260,2.756459969,0.008550607,3.582602585,0.00161851,0.000775409,0.000162689,0.002141124
261,4.944567272,0.003559015,2.705614419,0.006083228,0.000809267,7.04461E-05,0.002805405
262,4.699530936,0.002963967,0.439448431,0.009316066,6.35779E-05,0.000864559,0.002132343
263,4.897074568,0.006692437,3.13750751,0.009965346,0.000288953,0.000290484,8.58436E-06
264,3.491846944,0.001764003,2.441461619,0.006455739,0.000829912,0.000737367,0.001466812
265,4.302038938,0.008129878,0.804644947,0.008024143,0.000698352,6.17726E-05,0.001018252
266,3.306551926,0.009537944,2.811239427,0.004310742,0.0007576,0.000443956,0.002148031
267,3.454387169,0.001524726,2.238197756,0.002232611,0.000301222,8.90536E-05,0.000179131
268,2.771715462,0.004670625,1.09956965,0.0078267,0.00069002,0.00013906,0.000341911
269,2.512893641,0.008258644,0.670757464,0.009983031,0.000826245,9.30872E-05,0.000378976
270,3.637015432,0.002168767,0.022928216,0.005693949,0.000360411,0.00068087,0.001449569
271,3.207988551,0.004688938,1.737526911,0.007822448,0.000254069,0.000575404,0.000739563
272,3.71725995,0.004218888,2.830955491,0.000607957,0.000784334,0.000713476,0.000761925
273,2.913363317,0.002871099,2.812630033,0.005634033,0.000363287,0.000609805,0.001242119
274,4.02840779,0.000262379,0.046433407,0.000269545,0.000945233,0.000417251,0.002163394
275,3.850050879,0.003710084,1.228980119,0.000156357,0.000738277,0.00057876,0.00093491
276,4.561549336,0.004761506,2.877531475,0.005006375,0.000643802,0.000445322,0.000419033
277,4.16515248,0.008435081,0.453806626,0.005469268,6.91898E-06,0.000874103,0.002066603
278,3.494020972,0.008302408,0.338178908,0.004055513,0.000546565,0.000385723,0.001211525
279,4.211394704,0.006865262,0.630900455,0.002814401,0.000107824,0.000272113,0.002084444
280,4.620339783,0.008174979,2.443595572,0.00030158,7.01307E-05,0.000644168,0.002016367
281,2.534538424,0.004501267,2.241542173,0.008445324,0.000244575,0.00069249,0.002633106
282,4.886556068,0.002321532,3.03551145,0.005154652,0.000762113,0.00045237,0.002995858
283,3.148924628,0.00417308,3.324162267,0.003432107,0.000761583,0.000752825,0.000630289
284,3.705354697,0.004094688,0.033306356,0.007954419,0.000201726,1.29592E-05,0.000427816
285,4.885970278,0.000221346,2.783588147,0.000502221,0.000317382,7.5946E-05,0.002543822
286,3.411886385,0.001298045,0.706253844,0.009952239,0.000529402,0.000311005,0.001871019
287,3.460527851,0.008736592,3.249385708,0.005496946,0.000218607,0.000344665,0.000231908
288,4.906502509,0.005942232,0.660820753,0.001159983,0.000750186,0.000848646,0.002658962
289,3.222380536,0.003857846,2.77167317,0.008826716,0.000984479,0.000433622,0.002635345
290,3.730028733,0.00719341,0.895274433,0.006488718,0.00017298,0.000625206,0.001319403
291,4.403534431,0.000630945,0.20331644,0.004484222,4.14923E-05,4.60263E-05,0.001713732
292,2.728135959,0.001908172,3.157789615,0.008259562,0.000724416,0.000325032,0.00282217
293,4.29491213,0.004963792,1.63082727,0.002187528,0.000641545,0.000619696,0.002156943
294,3.59174506,0.007101873,1.591834648,0.005911401,0.00061088,0.000706316,0.001124997
295,4.530522953,0.004454551,1.947921669,0.006094124,0.00067604,0.00041011,0.002753412
296,3.742030779,0.009780874,0.684485421,0.008831861,0.000322648,0.000253171,0.002139326
297,4.484669877,0.002861534,2.138112529,0.001595532,0.000870404,0.000597745,0.002449709
298,2.901210153,0.002973003,1.105651842,0.004407281,0.000731983,0.000152332,0.00276477
299,3.692931705,0.00975288,3.256931266,0.001439845,0.000162808,0.000826059,0.000553526
300,4.3776821,0.002514162,1.545793848,0.006258178,0.000638137,0.000731432,0.000404705
301,4.051080087,0.001107879,1.543596939,0.009912701,0.000416925,0.000349344,0.002458635
302,4.655376934,0.006064723,2.986987992,0.00987379,0.000331757,0.000253808,0.001037511
303,4.975387041,0.004406279,2.921811215,0.008824183,0.00098643,0.000288271,0.001261876
304,4.390025716,0.009325781,1.889640419,0.003190543,0.000223411,0.000231176,0.002346499
305,4.582077691,0.00829252,3.507669521,0.000434925,0.000486735,0.000553467,0.000366322
306,3.65766762,0.005039296,3.710204332,0.004670494,0.000440559,0.000751884,0.00190957
307,4.624795224,0.000634507,1.857187077,0.002975642,0.000340477,0.000248221,0.000984886
308,4.630458378,0.002370722,3.708414195,0.0099952,0.000576364,0.000723749,0.002545416
309,3.893292775,0.006112216,3.978328107,0.002571142,0.000126926,0.000692101,0.002785815
310,3.47748266,0.002370911,0.933273752,0.003595889,0.00058068,0.000793081,2.97954E-05
311,3.909811618,0.008382883,2.67329157,0.000789902,0.000465791,0.000959921,0.000973801
