stage_id,S1,S1
92,0.971544166,11.2091188
93,0.876687596,14.3035203
94,0.902995486,4.568443418
95,0.849883727,17.60133666
96,0.894971745,10.12261605
97,0.969270339,1.262787626
98,0.947836353,4.501784855
99,0.902869575,19.51575575
100,0.88371428,8.255036224
101,0.866561639,15.9573685
102,0.818283973,16.79095978
103,0.826727084,13.71636503
104,0.989193785,7.524684285
105,0.954600348,15.32678434
106,0.810187596,8.785976451
107,0.88477588,1.821275398
108,0.961258733,9.045596892
109,0.829113657,19.71241598
110,0.960541645,2.017695269
111,0.967387434,17.6218424
112,0.938080986,14.3666116
113,0.862988869,16.87712516
114,0.828589296,17.26741365
115,0.989157677,4.802301467
116,0.95587594,3.064840411
117,0.80013836,4.643305508
118,0.995671973,4.589810813
119,0.953650272,18.1079242
120,0.831316014,3.357849506
121,0.826950899,10.63412908
122,0.973566855,1.598514409
123,0.803816482,1.20518239
124,0.911882673,16.13205111
125,0.973234702,0.73858152
126,0.996555806,19.01903803
127,0.945795527,17.2374127
128,0.803198908,8.316553243
129,0.996413349,3.605509005
130,0.845911781,13.86581672
131,0.843061678,6.579182926
132,0.922849294,8.831174117
133,0.818685138,13.67070376
134,0.993399868,13.51652561
135,0.9365075,14.80874867
136,0.862048568,3.682058669
137,0.917610085,1.725401334
138,0.988901376,3.224003777
139,0.949287424,10.86673894
140,0.937504856,4.034224085
141,0.880893204,8.359483626
142,0.816983128,14.39303487
143,0.917321399,8.547860511
144,0.991952184,12.91891804
145,0.86425427,6.051132104
146,0.919611014,0.482675359
147,0.868945038,15.79672122
148,0.937663543,17.34902215
149,0.803883365,2.369213431
150,0.964257241,4.983355602
151,0.877646862,11.49364257
152,0.844242455,10.07367893
153,0.927152076,4.301529384
154,0.929754462,5.252630729
155,0.817246314,2.813690972
156,0.807711327,6.271088696
157,0.82644579,13.05534504
158,0.886654781,6.88410703
159,0.874051781,8.320635466
160,0.892478837,3.703641729
161,0.980974918,15.1960201
162,0.907710727,12.37623998
163,0.926478232,1.760996261
164,0.917237816,7.002920261
165,0.815592351,13.30378077
166,0.928499492,7.756732061
167,0.99425287,19.55397449
168,0.987726411,3.682492447
169,0.949369717,14.14738218
170,0.963242573,16.86606794
171,0.949088376,0.024405717
172,0.909162684,17.65585802
173,0.866418823,0.916007096
174,0.828620097,11.6123872
175,0.966054897,1.536712494
176,0.836954381,16.3498816
177,0.987810398,17.63809786
178,0.86982189,8.085089046
179,0.965641057,14.85474125
180,0.881585655,16.2161295
181,0.930647725,2.00007081
182,0.891325044,12.84931293
183,0.954886401,7.157053925
184,0.93403429,18.86815241
185,0.955225216,3.520228506
186,0.933519162,3.285588585
187,0.953475724,14.32248249
188,0.819619287,1.40340225
189,0.960669618,1.497113109
190,0.97262211,5.845810647
191,0.91228865,13.14352702
192,0.93839811,10.33844386
193,0.981592001,16.92464266
194,0.886230928,12.78483511
195,0.812557832,6.918538166
196,0.998004001,14.87876208
197,0.94614028,13.10831872
198,0.891194463,18.49379813
199,0.9405439,18.04638943
200,0.828054257,17.99565711
201,0.915186898,18.25549864
202,0.932573277,8.549309222
203,0.978776549,18.10070362
204,0.842402061,11.49015078
205,0.817699938,2.0228068
206,0.877333028,8.911324225
207,0.958453344,15.07713885
208,0.825644627,4.060895158
209,0.95607144,14.03093143
210,0.944535331,9.363509071
211,0.867964205,6.71174584
212,0.854851865,12.0362755
213,0.995815367,8.291684648
214,0.809933217,8.983476063
215,0.951757614,0.057608242
216,0.976146036,6.512847082
217,0.827765437,9.260608812
218,0.895262218,7.333611288
219,0.803496782,14.03085592
220,0.857804675,3.722800263
221,0.913099885,4.502706217
222,0.814351396,10.883972
223,0.857400179,3.677983313
224,0.983589601,12.55983744
225,0.830629014,5.526918466
226,0.986153773,0.955612713
227,0.915697234,2.166181833
228,0.845510254,4.854536462
229,0.825510061,3.507274906
230,0.909107227,5.487939626
231,0.920626052,11.5586513
232,0.969318692,13.16045816
233,0.801993885,11.68527721
234,0.839644956,1.320599468
235,0.838043628,13.29676876
236,0.979739333,3.030794084
237,0.877706965,3.728727383
238,0.909550927,5.420412015
239,0.838473217,17.65419017
240,0.941839532,15.91386805
241,0.994266875,16.93330972
242,0.95498426,2.067957754
243,0.930464859,11.19941975
244,0.921845604,9.961321774
245,0.996355324,8.353378879
246,0.856930009,2.594337119
247,0.887393328,18.66932644
248,0.977888293,2.431154625
249,0.892724375,6.711548868
250,0.81462111,11.75069655
251,0.885490707,1.432325489
252,0.905427261,13.77759578
253,0.885846526,9.935897918
254,0.907217323,19.21392288
255,0.938998624,2.546621277
256,0.806463833,14.66889948
257,0.96970468,2.174756693
258,0.976648475,17.35289885
259,0.988774992,8.79805501
260,0.832467125,17.16186517
261,0.939823997,15.613721
262,0.991716094,5.986952315
263,0.839114365,6.564358491
264,0.881631372,15.05013402
265,0.902366011,12.17671683
266,0.92758334,7.117128937
267,0.911020335,1.312214385
268,0.901546819,12.99725219
269,0.820998642,17.73722531
270,0.980679993,1.910581375
271,0.97343853,7.926442576
272,0.844750787,18.23178958
273,0.940053809,11.22838705
274,0.899599283,4.702433259
275,0.961809968,11.93803437
276,0.807312967,14.95663022
277,0.820454232,11.98232192
278,0.977732142,14.91168273
279,0.808147442,14.81577875
280,0.939687403,19.89870782
281,0.808012225,11.53070548
282,0.829907501,19.98352504
283,0.904640159,0.453472895
284,0.861819812,2.400038172
285,0.922324408,13.37849497
286,0.868944154,4.146914004
287,0.861162801,18.92206312
288,0.884944437,14.8666977
289,0.923962733,0.009240657
290,0.893327866,10.30557918
291,0.963956095,4.83738895
292,0.900578895,7.077951924
293,0.986773457,11.91406872
294,0.823710188,2.084133904
295,0.982837758,17.5296709
296,0.842847975,5.749145514
297,0.821244321,15.38336857
298,0.819222409,16.41887183
299,0.939980849,5.394248519
300,0.886770073,14.36383164
301,0.820235085,1.196582231
302,0.971423882,14.05035845
303,0.955266487,2.080446798
304,0.931781606,13.40608713
305,0.919063707,13.1177251
306,0.861949354,4.103002332
307,0.802903548,11.57869506
308,0.843656668,2.426467788
309,0.882345574,12.46062743
310,0.890283073,19.49516658
311,0.848390236,0.440049762
312,0.878447266,13.37299612
313,0.889867841,12.02082401
314,0.895613392,14.71219654
315,0.806606465,18.56485744
316,0.998349369,7.610166343
317,0.953940898,11.86658312
318,0.889194512,11.62108825
319,0.988003993,9.288491882
320,0.807557883,4.086624193
321,0.870776263,4.158431583
322,0.985412838,17.41758703
323,0.910097803,13.24955892
324,0.869007038,5.889705261
325,0.843570853,11.34685568
326,0.918153948,9.282465635
327,0.870472514,10.82897469
328,0.870406501,12.37864347
329,0.977035966,0.894102997
330,0.801016887,2.857812107
331,0.89466129,18.10825395
332,0.854215441,6.874654688
333,0.934535038,9.652899139
334,0.830647222,2.732389506
335,0.938481741,13.3584312
336,0.987294577,12.65488171
337,0.888772676,17.64127813
338,0.971856187,18.94237245
339,0.986605666,1.983672303
340,0.95999364,14.09287122
341,0.865996893,11.18088757
342,0.852776954,11.42674247
343,0.982286867,14.28584273
344,0.862038812,11.69974798
345,0.892450478,6.694738402
346,0.812950054,9.589598772
347,0.913577983,19.19869497
348,0.870827782,18.61302231
349,0.918749165,17.86685099
350,0.950511249,15.3873725
351,0.927445624,8.851706812
352,0.903568505,1.817381928
353,0.926979635,9.584957799
354,0.976269233,11.33914947
355,0.979841606,15.74095636
356,0.835790305,14.60816865
357,0.844045708,13.81684472
358,0.981501062,0.38457793
359,0.945107451,5.969124365
360,0.851212986,3.753270239
361,0.977067222,1.763904563
362,0.912101949,12.62226641
363,0.804893151,15.12034096
364,0.993777581,16.64348698
365,0.915399792,14.62829856
366,0.825800393,2.657567205
367,0.996817203,13.38559395
368,0.996461433,15.08282742
369,0.930750036,17.53033212
370,0.966977036,1.438432982
371,0.824480689,19.77997998
372,0.997168109,12.31746922
373,0.992399611,11.06797375
374,0.831169191,19.30183132
375,0.930754605,3.208908103
376,0.917432455,15.05113195
377,0.934899504,0.129352934
378,0.933476897,17.07658383
379,0.804214878,19.62978821
380,0.972826277,10.07354379
381,0.879548486,2.123065222
382,0.883840046,17.37669251
383,0.917733663,11.08501189
384,0.878699592,13.64773909
385,0.913117536,9.705471385
386,0.816873616,2.088458625
387,0.988325593,4.772973837
388,0.862331903,5.272534414
389,0.834352383,15.94287978
390,0.899541368,12.68911789
391,0.876987947,17.40823449
392,0.886277027,13.99736427
393,0.966813578,0.756688493
394,0.968500711,5.234674968
395,0.841865514,14.08273329
396,0.827340231,12.36368009
397,0.948059683,0.793144183
398,0.803766429,13.77403441
399,0.837918282,10.20727414
400,0.891950789,2.070270805
401,0.850946672,8.313712845
402,0.883418242,3.652167166
403,0.867840541,0.249114517
404,0.811113263,2.83565097
405,0.98792132,18.76862091
406,0.88234493,1.75371402
407,0.877958759,5.741689984
408,0.936932226,3.495899784
409,0.913786867,5.884823922
410,0.817145098,7.493304026
411,0.90221549,0.494656818
412,0.82064838,18.29297265
413,0.893220273,2.100042308
414,0.888588128,12.23943384
415,0.87208705,9.251635377
416,0.997692471,17.88667674
417,0.811174706,15.21889746
418,0.91243663,5.858154191
419,0.916016309,5.067451079
420,0.895073495,10.88435204
421,0.815236254,4.382969802
422,0.935871146,0.934925215
423,0.982355444,5.798152339
424,0.895628825,15.57565248
425,0.921792229,17.79810259
426,0.946249081,1.23439019
427,0.848025944,16.68396646
428,0.825840704,16.02286918
429,0.921757087,4.397794513
430,0.898466749,6.358576915
431,0.873869255,11.31552864
432,0.852590146,5.033322449
433,0.934566663,16.54667714
434,0.884442882,0.177217553
435,0.894034792,9.506062585
436,0.952200859,11.32987325
437,0.81262371,14.34700685
438,0.946551195,1.575518543
439,0.93887944,15.62763115
440,0.811879074,10.48900975
441,0.90814857,10.04978179
442,0.872732419,17.6171692
443,0.958594128,14.85748879
444,0.841356179,13.54223838
445,0.885141016,13.07955175
446,0.89968432,4.193156207
447,0.887146798,8.424640745
448,0.803080055,19.15242288
449,0.950953003,10.45699002
450,0.85707524,18.91698554
451,0.985524933,7.068445738
452,0.894263639,14.11918089
453,0.978380286,18.66609899
454,0.988541113,16.6160006
455,0.862405811,15.93408891
456,0.874742281,2.004732778
457,0.896711625,7.1287751
458,0.946148262,5.88744839
459,0.87207528,9.026659021
460,0.903935851,17.36884916
461,0.985767309,15.3821607
462,0.96620479,3.931987091
463,0.885446835,8.10289824
464,0.8684971,5.806710964
465,0.954550918,19.50317586
466,0.989330974,15.32023407
467,0.977875119,13.74385608
468,0.937391679,5.684959615
469,0.896747762,0.512098237
470,0.963811936,6.62462943
471,0.816135984,5.506035441
472,0.928482616,18.73370905
473,0.804845082,7.958115726
474,0.945240956,4.587408497
475,0.928226852,7.420915351
476,0.867476737,17.37500344
477,0.90078499,1.809191484
478,0.846726089,3.767592534
479,0.822724741,0.237482034
480,0.928793631,14.53389812
481,0.862834343,8.140698891
482,0.891890522,5.271974685
483,0.976942028,5.156499394
484,0.982032205,7.559114748
485,0.896373608,16.41546368
486,0.878769773,15.06265865
487,0.872486789,19.26716761
488,0.931059418,2.308234383
489,0.915147796,2.233279931
490,0.86110053,5.673194915
491,0.831565554,1.854804317
492,0.979188209,12.31538257
493,0.918752553,9.64656738
494,0.963021435,14.59242847
495,0.843538285,6.027250443
496,0.846370325,7.46293622
497,0.857586186,7.453032238
498,0.80606199,15.54185003
499,0.945981373,16.5887725
500,0.956310735,19.97254637
501,0.856154582,13.69394997
502,0.974317556,0.303815132
503,0.919028183,2.531994134
504,0.892321356,3.210804196
505,0.865253123,18.75297925
506,0.867747003,12.95376626
507,0.854642502,15.65435039
508,0.985687024,8.835922005
509,0.960067324,3.620881552
510,0.807892232,13.69875874
511,0.930834856,14.17964579
512,0.958794889,13.61863242
513,0.867386383,10.67990032
514,0.931452258,2.040293144
515,0.842183202,4.994826018
516,0.852787663,9.037716701
517,0.856432106,19.03128178
518,0.980107008,0.692840486
519,0.850942464,5.229518261
520,0.903383395,12.5287127
521,0.812631685,3.953817446
522,0.834781683,11.9103716
523,0.849968592,10.02156015
524,0.884596757,13.62298846
525,0.837437297,0.834164963
526,0.843986567,7.780832881
527,0.856793936,18.68505529
528,0.86447182,16.12533263
529,0.965261641,13.52219767
530,0.864387413,6.623092576
531,0.821646462,7.90492961
532,0.837759951,15.54686212
533,0.983660995,13.4788664
534,0.93088469,19.86043325
535,0.996518269,2.595112954
536,0.890999072,16.19507846
537,0.822643282,2.343146939
538,0.831158593,16.25182374
539,0.939044976,5.880222874
540,0.853585896,3.227654835
541,0.840393514,1.375344278
542,0.930841887,7.931394998
543,0.872345353,1.026901183
544,0.945110436,0.337192658
545,0.838622245,19.25549711
546,0.837082878,14.56549069
547,0.909161976,13.32649914
548,0.976508603,11.04475763
549,0.918266222,14.16796152
550,0.8626943,7.729258664
551,0.998800133,15.96770218
552,0.910592423,19.44312516
553,0.972834942,6.975809499
554,0.955751112,6.733012884
555,0.895007268,13.36195896
556,0.840759849,11.19241482
557,0.900637515,13.84350985
558,0.829280046,12.84345554
559,0.98255488,13.02146948
560,0.907877443,4.597286287
561,0.860147273,7.098987649
562,0.836112497,8.269080735
563,0.880594552,18.49544377
564,0.864893972,0.25626572
565,0.860083268,3.952490353
566,0.977367757,12.71360556
567,0.940280129,10.56284003
568,0.938553759,18.01071503
569,0.870918798,16.45002094
570,0.919081094,18.08049753
571,0.893046444,0.964270661
572,0.819073346,15.7331874
573,0.944403344,4.319190925
574,0.96185504,13.83981895
575,0.906959291,3.77612746
576,0.870488462,7.077425143
577,0.892623506,1.820808351
578,0.808415052,18.86944975
579,0.837793468,0.222929975
580,0.90315086,12.69810388
581,0.810139313,18.42557135
582,0.874746057,19.19909996
583,0.907908315,5.558786116
584,0.99586471,10.39155293
585,0.803389467,0.93577739
586,0.916474795,15.43551027
587,0.853899265,11.57838513
588,0.899653837,12.32266294
589,0.95759414,1.496951975
590,0.824673975,10.82729376
591,0.820199196,19.45476359
592,0.970931567,7.78781136
593,0.936188325,6.810539886
594,0.915816544,16.76563945
595,0.805278337,4.730856893
596,0.84921582,16.2381258
597,0.978082755,18.48686549
598,0.858077647,13.27606409
599,0.884890333,15.89124673
600,0.841882147,2.499173888
601,0.978837498,12.62622159
602,0.902388124,19.32563762
603,0.987347171,16.44464227
604,0.952252913,17.70852978
605,0.963260731,2.915430625
606,0.977285935,18.39287221
607,0.903236448,15.26904059
608,0.84252706,5.721780545
609,0.868273198,4.399242095
610,0.947655818,0.526345707
611,0.800665034,19.21679969
612,0.884307434,14.34562009
613,0.848231851,8.298499561
614,0.868449726,10.56542197
615,0.915054457,19.90555339
616,0.909894681,4.313263137
617,0.898736821,4.322970217
618,0.89134012,1.920775758
619,0.850627327,7.163356833
620,0.884577337,3.499838188
621,0.928836943,8.057828845
622,0.813071625,16.5861566
623,0.827374967,0.177225895
624,0.896127536,15.97090264
625,0.83468984,0.878404896
626,0.86500734,7.5073594
627,0.827483426,17.60903616
628,0.910560577,6.692716611
629,0.895648559,14.86633411
630,0.946632049,1.107044354
631,0.819880268,14.84331706
632,0.968614221,17.0068541
633,0.880999626,10.26370824
634,0.946189582,3.27090704
635,0.903691317,7.02060425
636,0.960598241,11.23572047
637,0.965540239,11.54078777
638,0.845700798,0.156526903
639,0.864588744,13.63340155
640,0.868309703,10.60283414
641,0.88746348,11.64881259
642,0.873200261,11.70692914
643,0.844430171,4.982682319
644,0.98578852,12.21818566
645,0.978323451,17.11902913
646,0.992729436,9.709569661
647,0.815923351,14.25733964
648,0.967473853,0.090988577
649,0.968850469,1.214624191
650,0.942323196,18.7547665
651,0.876952324,0.902924123
652,0.863195024,2.310643757
653,0.971328069,6.847598511
654,0.869461686,15.04100655
655,0.897397848,10.75594388
656,0.803240591,14.98655441
657,0.874323428,2.346086728
658,0.932388164,12.76917639
659,0.825950618,7.776919715
660,0.829040128,12.43960603
661,0.823880662,5.469422668
662,0.963737663,11.76637681
663,0.928259832,4.752714476
664,0.983994962,0.174424534
665,0.880016747,10.40009115
666,0.974814721,17.26619326
667,0.808316551,13.36691383
668,0.902093668,19.52956092
669,0.920210189,5.042056943
670,0.802170263,10.82217084
671,0.868642434,19.54747694
672,0.939068675,7.686357355
673,0.994782186,15.59954813
674,0.969955867,12.39407305
675,0.834317941,19.2773869
676,0.82874823,6.343250995
677,0.808099859,13.87466267
678,0.825644781,3.429686057
679,0.831397074,14.5353562
680,0.917801808,19.48091994
681,0.933625532,7.980293972
682,0.964321674,15.93119288
683,0.87506787,14.60481826
684,0.980504984,8.866495805
685,0.95383923,15.67553664
686,0.992967943,10.78222198
687,0.892072318,14.39511337
688,0.850766313,5.044395608
689,0.994626019,4.637430486
690,0.828090421,16.87358319
691,0.836421628,11.04213454
692,0.976055585,19.10254857
693,0.818367992,19.28510354
694,0.931563327,7.516371462
695,0.811372235,16.83476276
696,0.861996981,0.022799582
697,0.892979041,1.220168848
698,0.970296145,2.664846383
699,0.895119324,0.735513603
700,0.967564895,10.84531604
701,0.859855219,14.81127374
702,0.98627811,15.31369833
703,0.867434357,14.35939855
704,0.80670501,19.85990642
705,0.880410509,0.674353028
706,0.926550345,4.289043973
707,0.855197533,4.864224334
708,0.859553856,3.324516787
709,0.810424201,7.571205385
710,0.965421383,17.53066477
711,0.861502736,19.96024012
712,0.888989002,5.941335768
713,0.938094205,8.868134097
714,0.83880517,9.936008613
715,0.966863196,12.60108874
716,0.914053934,4.416888013
717,0.84083154,9.337234882
718,0.809164934,5.204283774
719,0.965191463,9.040946468
720,0.939634083,1.624519146
721,0.919607542,14.7201239
722,0.9630236,13.18933005
723,0.872199884,2.714102206
724,0.915786242,12.38902958
725,0.950244587,12.84588099
726,0.886385311,9.136389328
727,0.855214812,1.392654323
728,0.815375236,2.985067394
729,0.896424999,18.37612563
730,0.834046281,4.146759993
731,0.899328886,14.35459318
732,0.901240832,10.21609842
733,0.940502077,14.19854373
734,0.941346815,19.02515244
735,0.837376817,18.99557971
736,0.81583942,5.532175726
737,0.912212044,9.698555201
738,0.904995073,11.15613858
739,0.802594522,11.80371112
740,0.986427313,10.38175434
741,0.834483161,11.86477692
742,0.923066195,0.325482257
743,0.975033205,14.296841
744,0.822484829,14.77362462
745,0.905049749,2.742717814
746,0.959546217,3.483570559
747,0.903626158,9.92807029
748,0.864368982,17.10997073
749,0.864415813,1.989550826
750,0.864387114,9.487243682
751,0.813276405,14.14882097
752,0.838775455,18.19036031
753,0.910461533,8.011343783
754,0.838856668,1.495329777
755,0.843959941,5.859423195
756,0.962746689,14.42196384
757,0.922385725,4.753429898
758,0.957502379,16.2347772
759,0.805185774,11.17690022
760,0.861103317,2.847646221
761,0.819096327,17.08470454
762,0.972502974,14.83371362
763,0.902067078,13.90048975
764,0.916583234,3.545477283
765,0.934413811,2.85600793
766,0.863596833,2.249875065
767,0.831525206,4.131514838
768,0.975536483,13.11029065
769,0.939742648,18.38485359
770,0.968325199,1.108205439
771,0.989082127,1.53255552
772,0.990350572,17.41679437
773,0.994652696,4.446638004
774,0.966158314,1.649062761
775,0.832945013,3.496418405
776,0.998865746,1.998111829
777,0.914632089,9.152798886
778,0.923047733,7.519660797
779,0.808703379,12.58367378
780,0.918573528,3.489994805
781,0.950992586,4.063164052
782,0.808976239,6.135591613
783,0.969823594,18.51555636
784,0.886474342,7.131966136
785,0.818902166,13.61441093
786,0.997734858,19.71950623
787,0.97577112,18.70869605
788,0.838828315,7.175951614
789,0.995288671,7.292226773
790,0.935701111,15.41183622
791,0.85270334,9.685144175
792,0.906449624,4.371923206
793,0.853997124,4.148721371
794,0.922361449,11.51681246
795,0.931204057,2.798795085
796,0.907137159,8.18368045
797,0.967905425,15.63868788
798,0.962368223,8.629902692
799,0.813255103,4.525379968
800,0.885148261,6.83779154
801,0.943419002,12.95981787
802,0.97282581,15.21235664
803,0.831010238,0.651665934
804,0.80305881,16.00643126
805,0.847698332,13.69574472
806,0.920936572,10.61073471
807,0.927387811,2.34785871
808,0.991972359,13.69683921
809,0.845922618,12.43033349
810,0.975662686,10.29831764
811,0.931986023,13.7323874
812,0.86549107,2.95162793
813,0.999962969,15.45734765
814,0.992092534,16.48283954
815,0.939690564,10.32010436
816,0.941089913,13.16986653
817,0.820271019,9.629502688
818,0.845796935,4.588020334
819,0.883814404,7.620345003
820,0.958988861,16.76467251
821,0.964221341,12.6307975
822,0.888801331,4.175039638
823,0.818097805,18.08563609
824,0.974373288,12.9509557
825,0.882912461,17.6739521
826,0.929323193,12.97341221
827,0.901073902,9.971821561
828,0.993786094,18.20005281
829,0.948245635,6.584353323
830,0.812989846,10.32294411
831,0.845107035,12.20372798
832,0.909343291,13.64577937
833,0.845994723,11.4299132
834,0.852640049,3.486586471
835,0.990903523,19.15376867
836,0.805323287,6.590895134
837,0.861908202,14.95532681
838,0.960970207,4.109066956
839,0.906179027,9.450644611
840,0.996733704,13.58625722
841,0.949589934,3.927133026
842,0.920352299,17.79316393
843,0.897184905,14.68040606
844,0.968321091,10.71498322
845,0.982947388,1.719147246
846,0.881022344,14.18208071
847,0.815504138,4.706896925
848,0.92793523,11.17192929
849,0.887942623,1.929912254
850,0.800055519,15.31589436
851,0.814952539,0.369176871
852,0.862928743,0.584243914
853,0.880184043,5.257670789
854,0.808723244,16.09293584
855,0.888807802,1.047552579
856,0.841222762,14.08680269
857,0.939425404,16.96652261
858,0.825372441,19.48319903
859,0.872017391,5.006581935
860,0.923136476,19.54791801
861,0.982570495,14.44301149
862,0.867858263,11.58333622
863,0.880539869,4.869465235
864,0.973533885,10.91005484
865,0.867457756,9.394986808
866,0.860257443,16.99477424
867,0.92793851,7.364544452
868,0.866154992,17.54873217
869,0.869888832,3.403971435
870,0.912859233,8.964409644
871,0.896693598,15.15923562
872,0.98379172,17.63808069
873,0.919801163,11.50372726
874,0.919028348,7.332946505
875,0.922725286,3.384465839
876,0.974561713,13.92331576
877,0.968020204,0.580988447
878,0.877483671,10.22909356
879,0.859893299,2.299891679
880,0.987979319,11.38422776
881,0.980626914,7.204909968
882,0.978088404,15.47414054
883,0.816864271,0.720507125
884,0.927120574,0.865556432
885,0.865160933,18.15385788
886,0.870844691,18.59249462
887,0.970630752,6.015530999
888,0.870320663,7.238814075
889,0.888638537,5.604530388
890,0.994644137,12.69474835
891,0.873657652,9.989906939
892,0.891936628,0.651094616
893,0.837838027,16.8352771
894,0.887680023,16.95709548
895,0.976922715,3.386864501
896,0.988058388,18.63401202
897,0.938978578,13.2209757
898,0.826469143,1.422522124
899,0.968614812,17.69239148
900,0.871121577,0.13585907
901,0.803347484,13.24997741
902,0.933286731,12.36518314
903,0.954865912,5.697108226
904,0.907550169,9.868204675
905,0.868619186,10.23125855
906,0.89345921,0.931658083
907,0.827568255,18.66095975
908,0.825265805,8.356831883
909,0.937050483,10.67485569
910,0.898811555,10.79095252
911,0.972950746,18.34312597
912,0.840936066,11.80182845
913,0.950878424,4.471800169
914,0.820824667,6.60964055
915,0.93124387,0.182843465
916,0.991391462,3.119021233
917,0.907754346,2.416943088
918,0.925069521,12.93242841
919,0.990658876,13.86768089
920,0.86804786,14.29980308
921,0.886727599,18.23071353
922,0.9068763,8.837815506
923,0.887834674,1.55979761
924,0.917167988,0.268528128
925,0.908217869,0.034271018
926,0.91893005,17.2791755
927,0.818127845,11.72830185
928,0.992915427,3.631253293
929,0.922519808,15.34018508
930,0.980214539,1.523837502
931,0.880005704,10.94486927
932,0.80329194,17.91151579
933,0.881212981,15.08178268
934,0.838683033,16.57795452
935,0.984730331,4.645353062
936,0.830271954,15.67960126
937,0.819749289,11.27771164
938,0.96426077,8.217538957
939,0.951720015,12.28270549
940,0.85611424,13.14909473
941,0.926749175,13.02629226
942,0.986342951,1.487100618
943,0.927641264,16.33476045
944,0.982253409,6.756510048
945,0.815808752,18.12579555
946,0.960107364,0.234843902
947,0.852376843,6.596118656
948,0.960107546,17.81504126
949,0.904906595,10.68317288
950,0.988543586,12.54842603
951,0.921791564,2.358283749
952,0.842118967,14.97776906
953,0.946682843,16.21747228
954,0.991173778,9.6919595
955,0.904479758,2.58147325
956,0.821837833,3.356870252
957,0.883446746,0.215166138
958,0.980084116,8.282794863
959,0.824057646,5.971866335
960,0.928579981,19.5737208
961,0.864126158,11.99690205
962,0.928971379,6.354867062
963,0.863778073,4.227953179
964,0.935590401,5.641788103
965,0.931964657,4.08444504
966,0.854586794,4.764844037
967,0.983171479,13.08571713
968,0.912116662,9.033011016
969,0.878615096,18.89887275
970,0.850612668,16.4667835
971,0.978049001,19.92721251
972,0.829910023,11.40149059
973,0.824100433,3.335855689
974,0.974731806,18.62598114
975,0.870072549,3.927074446
976,0.985126906,6.466486503
977,0.802098628,10.63833797
978,0.905391095,0.07222373
979,0.962731782,4.375187028
980,0.865117953,6.378857547
981,0.859578802,8.535867757
982,0.870408439,17.05305594
983,0.925849599,0.22939583
984,0.832867561,1.53708482
985,0.974243683,9.35866564
986,0.905175525,17.17215528
987,0.923885129,2.615621216
988,0.844804515,5.844170817
989,0.861094869,5.839513749
990,0.837997369,3.183536643
991,0.912404238,3.521933517
992,0.90155764,0.282821763
993,0.832782919,13.54731253
994,0.929993637,9.734498634
995,0.994874701,2.672952464
