stage_id,S1,S1,S1
243,4.742904852,0.055956306,0.000248894
244,3.70698322,0.029399586,0.000205033
245,3.217647001,0.025507828,0.000587615
246,2.896244137,0.025933499,0.000758552
247,4.454897311,0.071197547,7.97739E-05
248,2.813363438,0.059799155,0.000711182
249,3.44452737,0.069603591,0.000502284
250,3.661152965,0.023305695,6.71054E-05
251,4.187450728,0.05150269,0.000748361
252,4.827896041,0.044175402,0.000510757
253,3.622059323,0.048853494,0.000614734
254,2.797916683,0.063375448,0.000125874
255,2.819031032,0.085517104,0.000680662
256,4.198893551,0.064167249,0.000535563
257,3.467798824,0.095426285,0.000969782
258,3.002447269,0.009413517,0.000861181
259,2.877556903,0.018644266,0.000914086
260,2.756459969,0.025276566,2.50466E-05
261,4.944567272,0.087613828,0.000179558
262,4.699530936,0.011928303,0.00036645
263,4.897074568,0.045848655,0.000807373
264,3.491846944,0.072538614,0.00057322
265,4.302038938,0.019641367,0.000707031
266,3.306551926,0.075979572,0.000219521
267,3.454387169,0.059830918,0.000532269
268,2.771715462,0.024684193,0.000141737
269,2.512893641,0.017256268,0.000980891
270,3.637015432,0.062031551,0.000216866
271,3.207988551,0.061144051,0.000847806
272,3.71725995,0.098039405,0.000367361
273,2.913363317,0.040402488,9.30005E-05
274,4.02840779,0.028732773,0.000646315
275,3.850050879,0.082965402,1.0444E-05
276,4.561549336,0.032436052,0.000363964
277,4.16515248,0.05163598,0.000599558
278,3.494020972,0.053859248,0.000568268
279,4.211394704,0.021934529,0.000474826
280,4.620339783,0.039887454,0.000824834
281,2.534538424,0.019430823,6.34811E-06
282,4.886556068,0.073669871,9.74728E-05
283,3.148924628,0.064349532,0.000224156
284,3.705354697,0.016455253,0.000924951
285,4.885970278,0.038049113,0.000236413
286,3.411886385,0.023956326,4.00311E-05
287,3.460527851,0.006285477,0.000773342
288,4.906502509,0.064326318,0.000183721
289,3.222380536,0.048959892,0.000983176
290,3.730028733,0.022391605,0.000966453
291,4.403534431,0.099778419,0.000594139
292,2.728135959,0.072094963,0.000527841
293,4.29491213,0.08846076,0.000232358
294,3.59174506,0.060803523,0.000926833
295,4.530522953,0.004247306,0.000217825
296,3.742030779,0.065569558,7.96702E-05
297,4.484669877,0.096892608,0.000907583
298,2.901210153,0.099278179,0.000871123
299,3.692931705,0.060926316,7.2308E-05
300,4.3776821,0.054341562,0.000353694
301,4.051080087,0.062117132,0.000414451
302,4.655376934,0.050288959,0.000707128
303,4.975387041,0.012366569,0.000301041
304,4.390025716,0.041654895,0.000899589
305,4.582077691,0.062126229,0.000547003
306,3.65766762,0.065852851,0.000298565
307,4.624795224,0.028654905,0.000865231
308,4.630458378,0.072450966,0.000145687
309,3.893292775,0.02651976,0.00064576
310,3.47748266,0.012972501,0.000672143
311,3.909811618,0.039336678,0.00063298
312,3.020637559,0.075764843,0.000101526
313,4.40149545,0.054581595,0.00038332
314,4.406979802,0.04063016,0.000902867
315,2.794893589,0.072704366,0.000954852
316,4.991560871,0.079368095,0.000419364
317,4.746331043,0.070505923,0.000394849
318,4.071370607,0.076557503,0.000895736
319,4.017302629,0.051621963,0.000121268
320,4.204159165,0.000961869,0.000525282
321,4.514361727,0.022301256,0.000357157
322,3.947566683,0.070018559,0.000577822
323,3.085320938,0.036302153,0.000285636
324,2.72583567,0.017030685,0.000369741
325,3.904438024,0.07781995,0.000197913
326,4.456428731,0.004872759,0.000976009
327,4.218349461,0.036943594,0.000915474
328,3.32554996,0.010923953,0.00022109
329,3.869615183,0.095416546,0.000559969
330,3.008288685,0.073835703,0.000104637
331,2.922302251,0.034023249,0.000409871
332,4.660263523,0.04064696,0.000672834
333,3.442581596,0.026545312,0.000512278
334,3.692939553,0.046916071,0.000792862
335,4.985153787,0.073812529,0.000932233
336,3.844249519,0.035776683,0.000461404
337,4.079666413,0.003854905,0.000557897
338,3.30148891,0.041073563,0.0002838
339,4.743133444,0.039860658,0.000885955
340,4.336206824,0.073707079,0.000897734
341,2.928987164,0.044711729,0.000428768
342,3.184285688,0.044582892,0.000639693
343,3.75987685,0.049403612,0.000281255
344,4.388355648,0.048187652,0.000484485
345,4.576268455,0.070294894,0.000750654
346,3.601766125,0.05607103,0.000220818
347,3.165213998,0.092014709,0.000300779
348,3.184508565,0.05826733,0.000159113
349,4.981662314,0.002289176,0.000348588
350,3.155320197,0.099201246,0.000586804
351,4.800818238,0.013006003,0.000373853
352,4.569033627,0.010313346,0.000668724
353,3.932792963,0.089254451,0.000887483
354,2.791124991,0.055203534,1.54174E-05
355,3.608958258,0.003381129,0.00031178
356,2.885451286,0.054486553,0.000421692
357,4.542904204,0.092205143,0.000369305
358,4.77404086,0.096653394,0.000341184
359,3.080346505,0.004151342,0.000322007
360,3.183925725,0.031147421,0.000743842
361,4.988636994,0.002691232,1.294E-05
362,4.832213348,0.026010831,0.000181119
363,2.872846571,0.033986898,0.000317813
364,3.946814627,0.019607494,0.000142086
365,3.590824365,0.094502922,9.00436E-05
366,2.653738819,0.024795868,0.000100187
367,3.064882649,0.012464485,0.000682455
368,4.666732255,0.037896033,0.000551886
369,4.078568645,0.073349943,0.00051832
370,3.943219627,0.077408736,0.000254434
371,4.1635168,0.003505981,0.000928084
372,4.957379563,0.006087563,0.00052897
373,2.511998479,0.067390609,0.000163589
374,4.203269039,0.069716864,0.000451653
375,4.999968081,0.050847128,0.000506665
376,4.052746399,0.002337143,0.000677639
377,4.580759482,0.00317414,0.000195937
378,4.097177753,0.052991213,6.46821E-05
379,4.338795506,0.060366173,0.000701754
380,4.221366025,0.00817855,2.77479E-05
381,2.514096837,0.022437704,0.000896011
382,2.941228519,0.055722253,0.000615321
383,2.758451524,0.095230174,0.000582689
384,2.554989995,0.017170332,0.000899929
385,3.308638415,0.049377687,0.000904776
386,3.096641786,0.098008739,0.000365323
387,4.697385782,0.059598631,0.000677207
388,4.467159564,0.058926323,0.000595436
389,4.84220131,0.046658204,0.000878759
390,3.466970788,0.002019069,0.000772087
391,3.545885978,0.054369073,0.000349297
392,2.962551076,0.092277836,0.000122996
393,4.969884529,0.03509807,0.000851311
394,4.850540602,0.032206846,0.000104253
395,3.017093843,0.021806124,5.19425E-05
396,3.46545719,0.036336706,9.60056E-05
397,3.379681894,0.042806185,0.000793423
398,2.865878608,0.011677904,0.000208173
399,3.68119304,0.096390643,0.000647213
400,4.144346712,0.021830188,0.000272274
401,4.920914629,0.051908361,1.09716E-05
402,2.912217928,0.079689832,4.29006E-05
403,3.92618974,0.089731967,0.000626915
404,3.274120404,0.074503065,0.000123918
405,4.511487834,0.005477907,0.000976689
406,4.860225787,0.068896035,0.000828814
407,4.949741496,0.075230374,0.000305097
408,2.968258831,0.009909705,0.000200793
409,3.962309995,0.06909251,0.000482169
410,4.458682946,0.053815167,0.000643208
411,2.606938422,0.052165368,0.000727313
412,4.969540816,0.088592981,6.21623E-05
413,2.526070531,0.019446111,0.000666545
414,4.664643643,0.00975042,0.000730123
415,2.998264843,0.051772454,0.000405007
416,4.735148369,0.013626043,0.000536057
417,3.578650461,0.043946378,0.000655066
418,3.869552972,0.009821388,0.000966908
419,2.589159698,0.066143915,0.000959574
420,3.265102502,0.006883937,0.000431465
421,4.951346876,0.059135778,0.000893471
422,4.535431451,0.05611958,0.000495726
423,2.647031203,0.058744788,0.000101269
424,3.45385054,0.002362572,0.000139672
425,3.132133244,0.087459597,5.78387E-05
426,3.708712516,0.068236054,0.000886022
427,3.174114975,0.048527203,0.000693055
428,3.841061373,0.084359377,8.86703E-06
429,3.302214879,0.093554717,0.000935513
430,4.796214168,0.036984456,0.000794047
431,2.69357036,0.039486258,1.38789E-05
432,3.433860975,0.015491156,0.000160819
433,2.526968391,0.044724769,0.000792664
434,3.697185937,0.090937554,0.000610855
435,3.688208879,0.04961189,0.000541732
436,3.432841822,0.098627065,0.000707615
437,4.981018808,0.06252413,0.000246748
438,2.974276563,0.006495874,0.000352682
439,2.840389511,0.063664817,0.000981251
440,4.420326444,0.021459609,0.000814303
441,4.431148545,0.009066605,0.000357094
442,2.641984862,0.064345259,0.000437841
443,2.58582146,0.011128406,8.23107E-06
444,4.990727971,0.059212312,0.000223476
445,2.540596443,0.05579296,0.000505074
446,2.772851973,0.079596169,4.9901E-05
447,3.572315217,0.087249481,0.000614579
448,4.674675855,0.077243471,0.000241402
449,2.635841449,0.008610933,0.000251252
450,3.121538297,0.084521669,0.000839962
451,3.949912048,0.05107461,0.000115161
452,3.811673837,0.074740399,0.000208758
453,2.945373247,0.071480727,0.000786074
454,2.989658344,0.008521335,0.000831557
455,4.213583673,0.089255476,0.000545532
456,3.039125506,0.020702978,8.18788E-05
457,4.558086656,0.015645411,0.000721785
458,3.972748946,0.007387973,0.000209856
459,2.70100712,0.004488174,6.22719E-05
460,2.645152431,0.047263001,0.00064955
461,2.59986149,0.031633336,0.000354188
462,3.568986881,0.080518357,0.00076575
463,3.209916109,0.034061095,0.000319915
464,3.364074223,0.003687292,0.000812096
465,4.262433146,0.063561171,0.000121096
466,4.124882168,0.099279184,0.000553414
467,3.307845692,0.055054924,0.000786877
468,2.671241892,0.088020218,0.000963261
469,4.489153625,0.006354705,0.000814459
470,4.407123579,0.041200589,0.00083341
471,4.811670418,0.03055916,0.000891085
472,3.727020408,0.097873175,0.000277393
473,2.953971377,0.022072733,0.000305096
474,3.24317272,0.091778604,5.74194E-05
475,4.818172789,0.075583676,0.000221554
476,3.557771621,0.023484751,0.000658529
477,3.629774479,0.07988511,6.60338E-05
478,2.589347342,0.031440652,0.000899393
479,2.862321359,0.050102034,0.000364883
480,3.917051931,0.02541201,0.000849688
481,2.658615778,0.000129322,0.000234219
482,4.476490637,0.038307818,0.000811902
483,3.957061935,0.064942269,0.000339486
484,2.664954799,0.057228852,0.000629941
485,2.748157425,0.071389316,0.000670118
486,2.597675624,0.084615401,0.00014156
487,4.612040192,0.012281873,0.000526486
488,3.791214501,0.021648568,0.000514805
489,3.559736429,0.008113209,0.000269553
490,2.684128533,0.033944761,0.000147666
491,3.781867604,0.025809733,0.000166325
492,4.996553807,0.052235929,0.000102039
493,3.679736653,0.001671848,0.000921823
494,4.400690244,0.067330711,0.000180852
495,3.378163016,0.080547979,0.000436511
496,3.326802482,0.089450154,1.48775E-06
497,4.460254993,0.04933377,0.000738955
498,3.396269545,0.013912646,6.30037E-05
499,4.968456257,0.054721084,0.000830172
500,3.557674447,0.022005555,0.000626385
501,2.94461881,0.066296443,0.000716308
502,3.716620526,0.013347397,0.000349064
503,3.532543768,0.037209768,0.000283651
504,4.098592108,0.023840773,0.000937305
505,3.157677445,0.066200602,0.000388648
506,4.564808903,0.004857588,0.000900788
507,3.538234832,0.092053533,0.000459146
508,3.640303816,0.028373568,0.000392167
509,3.442720086,0.077590486,0.000241433
510,4.1988198,0.000420234,0.000568883
511,2.930160618,0.048430544,0.000709225
512,4.88233183,0.057473089,0.000260332
513,4.665350893,0.010034243,3.71111E-05
514,3.319818324,0.053280836,0.000344549
515,4.05154984,0.07596506,8.96179E-05
516,2.664223147,0.067752996,7.78063E-05
517,3.009049541,0.029241938,0.00083105
518,3.784863194,0.012603476,0.000206069
519,4.483386759,0.056302787,0.000868144
520,4.442083171,0.050804269,0.000584541
521,4.393247336,0.038361167,0.000621097
522,4.726401226,0.089137003,0.000820206
523,3.826190148,0.08291507,0.000265161
524,3.514180577,0.014243369,0.000392775
525,4.967060089,0.078034007,0.00048166
526,2.780467794,0.042220595,0.000765829
527,4.721879801,0.067329441,0.0006547
528,4.417693377,0.03000369,0.000375719
529,4.706161022,0.051823952,0.00034307
530,4.723948683,0.014132936,4.04202E-05
531,4.217972318,0.084622314,0.000551189
532,4.006444984,0.007097205,0.000559179
533,4.373132559,0.036900054,0.000791778
534,4.815230435,0.02777691,0.000530076
535,2.908708839,0.017896301,0.00026458
536,3.730971954,0.039309564,0.000240473
537,4.188785082,0.034597338,0.000686365
538,3.943199044,0.051311537,0.000374084
539,2.590285953,0.016745993,0.000925156
540,3.076853027,0.098029505,0.000307802
541,3.27162044,0.057141054,0.00038096
542,3.020529511,0.070587003,0.00091562
543,3.936201044,0.041713838,3.47768E-05
544,2.613532297,0.002973649,0.000628414
545,3.817006758,0.016492201,0.000424156
546,4.73925285,0.085802038,0.000494388
547,2.650916475,0.041387868,8.99397E-05
548,4.553411926,0.001198252,0.000828149
549,2.669887756,0.078520032,0.000841601
550,2.620788501,0.095023951,0.000334889
551,4.922227892,0.028354728,0.000680456
552,3.81013498,0.051887207,0.000242241
553,3.309027366,0.080180383,0.000513353
554,4.916399277,0.042008349,0.000149248
555,4.341891532,0.088449523,0.000219205
556,4.876867201,0.044790189,0.000723175
557,2.877618035,0.037272473,0.000525495
558,3.500459585,0.092596684,0.000687345
559,2.717170497,0.038682641,0.000552251
560,4.545614462,0.003069152,0.000709291
561,3.957994321,0.088808363,0.000132265
562,4.059420754,0.056514738,0.000833901
563,4.35088148,0.012472429,0.000271597
564,3.304189408,0.060754025,0.000759315
565,4.43042558,0.073961549,0.000610669
566,2.892957739,0.040132497,0.00039104
567,4.908588397,0.028790367,0.000924859
568,3.203958759,0.046748735,0.000151973
569,3.386328126,0.007230916,0.000372555
570,3.963525412,0.067279876,0.000708876
571,3.255360703,0.072107322,0.000528284
572,4.667398085,0.087311128,0.00043365
573,3.877937033,0.056511007,0.000430082
574,3.538118523,0.065151517,0.000314994
575,2.520697659,0.063369135,0.000136157
576,4.174132086,0.081084073,0.000382082
577,4.042870823,0.010310927,0.000367622
578,3.341265432,0.065475654,8.39388E-05
579,3.01131001,0.010231461,0.000485574
580,3.266097573,0.012791428,8.87096E-05
581,2.711610849,0.041194361,0.000988113
582,3.954734138,0.039534707,0.00083504
583,3.159290215,0.044214869,0.00072834
584,3.65841144,0.075819655,8.45392E-05
585,4.125505486,0.094526688,0.000641928
586,3.152070082,0.006442873,0.000117332
587,3.828563139,0.042952202,3.78385E-05
588,4.29721065,0.031792095,0.000107632
589,3.92738182,0.011370288,0.000823531
590,2.538805231,0.01708768,0.000427911
591,4.922749956,0.075530936,0.000953537
592,4.514665339,0.081183098,0.000729867
593,3.853174206,0.029164713,0.000357887
594,3.504368322,0.058667994,0.000857795
595,4.308436671,0.022021431,0.000346255
596,4.582773365,0.094930618,0.0006102
597,4.925937977,0.067480355,0.000206744
598,4.037319579,0.099034666,0.000206078
599,2.561351174,0.066011211,0.000779774
600,4.974818378,0.086253359,0.000184068
601,2.874444703,0.069023474,0.00090314
602,3.871929186,0.050070634,0.000340843
603,3.168201356,0.00524009,0.000801665
604,3.06256396,0.090333017,4.05359E-05
605,2.994964104,0.091214706,0.000211532
606,3.192496049,0.030474798,0.000334146
607,2.635996403,0.09045727,0.000788906
608,3.880804467,0.066532822,0.000318623
609,4.92003544,0.091915822,0.000410694
610,2.772077531,0.020769691,0.000267129
611,4.998505874,0.058205081,0.000751243
612,4.948141657,0.048739879,0.000421082
613,3.646769818,0.010776656,0.000788788
614,3.834447165,0.008183104,0.00010731
615,3.211803076,0.031151716,4.58494E-05
616,4.685714785,0.032328123,0.000116787
617,3.497611934,0.046403471,0.000521549
618,3.622654935,0.038161882,0.000366477
619,4.497919061,0.052883675,4.59098E-06
620,4.095144178,0.068848097,0.00017852
621,2.50981636,0.081180908,0.000105031
622,3.649983217,0.068615436,0.000677052
623,4.098858823,0.086941435,0.00048145
624,3.610462292,0.037035842,0.000356465
625,4.40331962,0.09909489,8.2712E-05
626,4.216072875,0.020608826,0.000273191
627,2.889195031,0.015202031,0.00038215
628,3.004372753,0.027687903,0.000311605
629,4.708692545,0.009044157,0.000102747
630,2.680354882,0.051908246,0.000545064
631,2.914100948,0.099214345,0.000361907
632,4.802332129,0.009959503,8.76572E-05
633,3.332817163,0.072384381,0.000552169
634,3.195259809,0.093463945,0.000498901
635,3.290521646,0.021186654,1.803E-06
636,4.847230984,0.053535175,0.000681446
637,4.918918443,0.099867115,1.35531E-05
638,3.273237224,0.075285447,0.000843437
639,4.41831535,0.096684034,0.000519295
640,4.812549495,0.040630487,0.000190759
641,4.792137167,0.072535757,0.000625331
642,3.652558664,0.086198607,0.000315842
643,2.615619625,0.017126964,0.000907607
644,2.501657247,0.022382864,0.000815891
645,4.410949093,0.020573115,0.000839308
646,4.922459355,0.010060775,0.000895114
647,3.884850215,0.062213358,4.61033E-05
648,4.671964774,0.075666841,6.77374E-06
649,3.590620284,0.004259812,0.000741578
650,3.26120731,0.094812045,0.00030223
651,4.966171293,0.015045826,0.000333972
652,3.432204117,0.08462935,0.000589324
653,3.09981914,0.086343145,0.000960103
654,3.50368619,0.045892832,0.000127316
655,4.450428976,0.089349137,0.000639705
656,4.505789475,0.030923305,0.000714598
657,3.350392195,0.041140507,0.00093277
658,4.338069629,0.050661925,0.000596271
659,3.869758195,0.08430596,0.000412205
660,3.331933884,0.012500481,0.000315247
661,2.947925779,0.010442093,0.000606322
662,2.834872004,0.093116935,0.000878625
663,3.528458364,0.089496195,4.52649E-05
664,3.584658485,0.003073357,0.00066882
665,3.964527621,0.081566564,0.000667935
666,3.87729963,0.061840732,0.000877612
667,2.934381844,0.025375386,0.000156006
668,4.592253734,0.078885552,0.000866919
669,2.808527845,0.044399154,0.000171844
670,2.954835776,0.095913258,0.000928087
671,2.871359605,0.090165511,0.000194759
672,4.464668413,0.057908302,0.00053917
673,4.702960667,0.01831161,0.000858314
674,4.180734781,0.035994492,0.000809754
675,2.649191604,0.056875399,0.000963952
676,2.999551853,0.059911864,0.000147561
677,3.679816342,0.047620446,0.000237164
678,2.992294463,0.039454067,0.000124593
679,4.443041542,0.048183767,0.0008431
680,4.645009954,0.009936403,0.000584253
681,4.719918166,0.078133832,0.00013854
682,2.548003734,0.096055845,0.00067758
683,4.691348369,0.063740435,0.000269216
684,2.636131316,0.001760363,6.94823E-06
685,3.667260577,0.026985255,0.000179178
686,3.408494312,0.055393778,0.000898454
687,3.618972569,0.009233254,0.000181148
688,4.386312235,0.096862568,0.00099734
