ec_id,E1,E3
133,612.8087033,0.599503009
134,568.4322456,3.525654588
135,593.1184757,2.76205765
136,595.1807155,2.816125917
137,649.3904522,3.310934267
138,572.2469874,0.72628601
139,647.2854246,2.462972797
140,666.1425605,3.096998226
141,607.5057582,4.001526627
142,622.8730807,1.436534272
143,647.2821079,1.094235062
144,579.6466012,3.398027579
145,627.3690831,0.253682158
146,604.7597394,3.259930319
147,598.2678881,3.063555819
148,658.7522828,2.165759548
149,615.6687372,4.44566209
150,752.7546698,2.849001798
151,668.4975985,1.744978521
152,621.1693797,3.122962574
153,657.8924595,4.913105929
154,644.2444153,3.733585775
155,665.9618522,0.140071134
156,616.524965,4.232846222
157,598.2654772,1.434027583
158,609.9339844,3.947038295
159,583.9440922,4.432144667
160,567.0537273,4.833123797
161,642.3195968,4.595983869
162,603.9349923,3.556214221
163,619.81252,1.394785033
164,565.8839413,0.391850227
165,618.0356086,0.954291828
166,594.9917021,2.631459326
167,615.2606862,3.709866171
168,627.7804476,4.345216616
169,628.5243805,3.524961415
170,624.8507318,3.506468266
171,637.533862,0.581267325
172,642.7469382,4.155504126
173,671.3901933,3.729046511
174,704.0217511,2.591456729
175,658.7760545,0.058260883
176,628.9357363,3.430686391
177,652.0228842,0.799100933
178,606.4208185,3.423146383
179,624.33079,4.11466187
180,641.0162012,3.454487984
181,631.9026154,4.30785937
182,633.0205384,0.323436856
183,602.9916092,1.843794848
184,614.6367699,2.074331602
185,619.5128798,1.804955705
186,628.735961,2.568628516
187,577.1903048,1.646579759
188,590.7960278,0.993618635
189,609.5057441,3.788770775
190,609.3885641,1.991016263
191,603.6338735,0.386150364
192,599.5020681,3.295465473
193,593.3178477,2.749030564
194,638.547896,4.970495251
195,610.4481442,0.411163438
196,632.1393897,2.865692985
197,693.160409,0.672725921
198,655.408449,3.27442556
199,679.4075888,3.323799136
200,589.7887394,4.186495178
201,586.6816054,0.753893967
202,632.5879052,0.08656335
203,621.1704429,1.191920704
204,640.4704556,3.687037689
205,651.9570365,3.620343386
206,641.5034079,3.920131884
207,581.3164832,3.941724762
208,601.5621048,3.034309584
209,563.2556537,2.511644556
210,617.8879166,1.845532474
211,567.5662888,3.337813022
212,610.9555514,1.994021046
213,591.3730804,4.823238744
214,577.4169011,0.640032688
215,626.5087751,0.062291102
216,587.8736043,0.558723031
217,584.4762465,4.594993847
218,669.3510317,1.360331725
219,622.7998872,3.689572828
220,662.3079409,0.504498966
221,622.7288147,1.198804159
222,684.8698169,2.427653333
223,691.2418981,3.556670583
224,665.0009957,4.906842532
225,690.2503279,3.567501031
226,660.0089215,0.249066625
227,586.3595922,4.950506558
228,615.9473923,3.513760236
229,612.7048966,3.1810107
230,609.9717042,0.313355617
231,546.400262,2.679524213
232,572.4211179,2.412472292
233,583.663643,4.495908463
234,598.5862226,3.653232787
235,592.7754223,1.508976271
236,594.1125604,3.45202404
237,638.9874819,3.70624892
238,598.7640626,2.93588008
239,611.7256264,1.401226449
240,608.4588127,1.852046801
241,646.2633052,0.943770441
242,664.727444,4.916124837
243,644.1099382,2.663134366
244,690.4641508,2.047182556
245,678.9424029,4.535829461
246,639.252263,4.062350229
247,630.0503872,0.046536437
248,658.5175853,4.802303516
249,654.6212096,3.900313013
250,638.7946516,1.974403194
251,596.9480884,3.7346158
252,618.8301745,2.979489957
253,604.4593478,2.685107672
254,624.1975173,1.148749181
255,564.9512085,0.433671165
256,619.5261804,0.344817315
257,547.7801826,0.986321669
258,648.6156185,1.828369135
259,584.736222,0.754721109
260,578.0828155,1.365203826
261,606.8975841,0.845692573
262,591.5373363,0.001910366
263,635.4623667,4.777579317
264,625.7694514,3.53298751
265,624.3809368,1.792491038
266,574.8732087,1.676674535
267,625.7190183,4.882852426
268,601.5691167,2.955187917
269,648.5936442,1.69966088
270,656.4634442,2.803967418
271,622.5896654,3.651460467
272,642.0033323,2.466317253
273,632.5840026,1.725963361
274,672.3844892,2.300861451
275,616.064946,1.064158815
276,657.9875597,4.96511373
277,607.4158092,3.820217883
278,583.8592019,1.689681088
279,581.0461484,2.056183602
280,649.2712943,0.988022036
281,595.3525041,1.039576951
282,601.5827796,3.288819831
283,581.6323694,1.582000019
284,557.0298322,1.935096771
285,627.3802695,1.681542932
286,615.0312503,0.334217062
287,609.400552,1.023845151
288,569.8282996,2.781785557
289,626.2084604,2.837518736
290,679.1730281,0.26308931
291,652.3571302,2.5506616
292,648.9205141,4.809364219
293,640.1863351,1.59897502
294,645.0586454,3.864032289
295,630.7998668,3.159646294
296,658.4741448,3.63820052
297,647.3344485,4.454875404
298,664.4483815,0.623588043
299,634.9130718,4.114060776
300,599.6020202,3.417857298
301,616.08398,0.07948376
302,568.6600913,3.215555309
303,571.7429359,3.085203013
304,630.0003978,3.744164585
305,588.4533096,2.341905235
306,545.8772824,0.796986471
307,603.9694597,4.860676749
308,583.2642636,4.90569451
309,568.6597982,3.132222924
310,607.6186204,0.414313686
311,595.6169837,2.876222579
312,635.6116144,1.549029388
313,627.7427515,3.34119052
314,650.5943765,4.334505744
315,613.3323342,1.67639497
316,689.9038163,4.937612697
317,606.2360374,2.340544636
318,646.0077898,2.599539769
319,637.2497756,3.766669699
320,609.4934791,1.134947757
321,667.6966711,1.708216528
322,677.3209819,4.026838994
323,671.8484394,2.576039809
324,655.4606173,0.017982863
325,633.8179647,3.803541835
326,594.6650701,0.331599974
327,556.4111041,1.556922717
328,571.872036,2.147136072
329,560.5582109,1.085880863
330,610.8273151,1.653497474
331,595.5944785,0.684158955
332,575.0487217,3.89316856
333,606.1816618,0.39242689
334,643.9274577,2.836948196
335,595.0872342,0.367596902
336,600.2587966,0.837109274
337,604.2661839,2.917757892
338,685.0102281,3.144152195
339,658.4589352,0.893832747
340,710.1242143,0.923457248
341,712.5801473,4.525372666
342,643.2734625,3.534261891
343,656.9770869,0.499188602
344,626.7747418,0.341123755
345,604.4544821,4.03521588
346,649.9873776,2.227838894
347,620.9330153,4.293053025
348,635.1986569,3.959956514
349,659.9623852,4.968257412
350,638.7608206,0.084951095
351,556.3875959,1.093071358
352,572.7010709,3.168095364
353,624.0170531,2.806528533
354,556.6909986,1.380503751
355,582.1779893,3.71954024
356,576.3737156,2.465890422
357,626.4899245,1.272462742
358,643.9834857,3.942487913
359,649.7796596,2.499781626
360,612.2128789,3.81909473
361,639.9937834,0.070569315
362,615.462956,4.79735694
363,609.8916953,0.350061383
364,649.7899907,3.43555934
365,645.2594205,2.573267688
366,614.260253,2.549187509
367,597.187176,3.636156277
368,626.0738912,1.975474813
369,660.3095108,2.387086793
370,658.607031,0.481992143
371,643.0424125,2.371667486
372,637.1353743,0.683315365
373,645.1458188,2.618061698
374,566.6726323,3.463587278
375,595.1252533,4.140110716
376,605.0279518,4.839316786
377,612.5337796,2.769106328
378,591.7570762,4.982219465
379,535.7838629,3.354237038
380,591.3857916,1.043611982
381,623.0176388,3.167618411
382,624.3381736,2.248621957
383,627.343959,0.228647467
384,613.7739404,0.798059591
385,640.9028124,3.844425148
386,605.3525458,3.579185365
387,611.3841095,0.312427424
388,628.5717463,1.599669172
389,637.7469414,2.929268349
390,668.6359153,4.772738515
391,652.9063872,3.898753716
392,667.009394,4.202968401
393,673.824159,0.675158511
394,618.2401127,4.925731199
395,602.997865,0.169479391
396,614.6095066,1.51715172
397,596.5204093,0.179179712
398,601.5764332,1.430554718
399,558.4218121,0.961110967
400,618.6879223,2.332401053
401,542.7934665,1.405315212
402,599.3337672,4.112777387
403,554.2339008,0.002486455
404,626.7537483,0.105740453
405,592.3342589,3.822355337
406,637.5900451,2.020244976
407,597.7492877,0.079095493
408,636.1897151,1.532604495
409,617.6087614,1.517902983
410,640.2974712,1.657085925
411,613.2199954,1.263761969
412,664.1898574,1.82584154
413,626.0101246,0.206046184
414,642.0790462,0.148141068
415,623.9154202,2.531081085
416,640.3572861,4.706144
417,623.7083053,4.835631055
418,669.4762388,3.083976433
419,603.8317811,3.857487673
420,718.9522488,4.25922251
421,654.1199307,1.560423761
422,639.4522198,2.084875047
423,602.8295763,1.239178602
424,636.3506558,2.277263111
425,599.5116497,3.393740997
426,625.1473246,2.302763682
427,530.5431271,1.851420026
428,646.1797534,1.245285299
429,652.9782672,3.570914576
430,615.7809364,3.356831445
431,664.4672675,3.646398634
432,663.8975124,2.546293162
433,615.651714,3.9620794
434,582.5866443,0.775441182
435,624.3244059,3.669545663
436,639.8413491,4.301118736
437,588.3911072,4.218501413
438,683.1056781,4.924162793
439,696.4226768,3.451859929
440,636.445292,1.580702786
441,650.4929579,3.256928797
442,608.8991146,0.094814472
443,675.9898547,3.724917221
444,597.4008216,4.602786627
445,591.2505805,0.825158224
446,661.3492686,0.891025589
447,530.4675502,0.009058288
448,617.3938568,4.364166228
449,598.028266,2.868848004
450,601.8686574,0.995894765
451,585.8161741,2.012717552
452,548.1760896,2.632783665
453,598.0483288,4.156532209
454,641.0941421,4.544476824
455,622.4185058,1.194386387
456,618.6202894,4.714532224
457,607.1393829,3.569061128
458,609.5600027,1.766914554
459,586.814754,1.56034636
460,664.9900637,1.243171324
461,610.26457,1.58717477
462,638.7025993,1.471978505
463,629.2380288,4.97232272
464,678.6219766,1.294781986
465,658.0611212,4.394995316
466,654.0339594,3.061398475
467,579.083007,4.4371033
468,635.9681336,1.788897019
469,595.0240266,1.324217602
470,592.8324549,2.900960031
471,588.5104015,1.655685786
472,610.1519956,1.460579393
473,619.8280603,2.970785122
474,622.4123719,1.485780945
475,670.7940808,1.305603563
476,576.8657406,0.936908216
477,606.9905502,4.406584757
478,589.9969884,0.137441737
479,633.1669541,4.65160861
480,624.0835864,1.795081792
481,618.0754679,2.150518355
482,620.5588403,0.318171101
483,616.8415551,0.919449535
484,605.6249343,4.241755541
485,671.2414212,4.019100198
486,659.388549,4.455038937
487,607.3992516,2.229840697
488,592.1962283,0.895278097
489,616.7751261,4.162600045
490,625.6741001,1.982334029
491,630.8830686,0.517762864
492,614.7676951,4.305514078
493,679.5785148,1.962443887
494,633.1175528,3.844726693
495,596.1295236,2.041384984
496,594.1039468,4.849467651
497,597.9749512,0.578782126
498,609.0207699,1.107422786
499,567.0286903,2.468704641
500,614.8366442,3.359762964
501,592.2829037,0.385338492
502,610.5300355,4.846843462
503,616.3711756,1.510629787
504,648.970653,4.655925459
505,612.224065,2.866458548
506,624.6813192,1.763904461
507,604.563735,3.514473014
508,637.2570324,4.940002002
509,647.7444054,4.185471417
510,601.8215271,4.658263833
511,623.04298,4.669915709
512,629.5306521,4.013463158
513,588.9641579,0.030003772
514,678.1810826,4.219519736
515,676.078803,3.140193446
516,673.5698574,0.534827597
517,601.3877194,1.068508809
518,637.2309057,0.019237268
519,585.0434009,0.323610168
520,556.9835575,3.938752124
521,579.0885973,4.290812847
522,598.7157521,3.624234095
523,584.0995809,4.420971295
524,597.2590331,3.62632779
525,618.6808777,2.00505543
526,635.7182565,4.529652927
527,593.7511087,4.503139685
528,661.6132832,2.850875814
529,619.6801835,1.34113226
530,641.7540281,2.341428251
531,701.370424,0.092497075
532,608.8618486,0.661844831
533,620.9019387,3.433574898
534,676.6983055,0.78581545
535,584.9443838,2.0015111
536,659.5702125,2.405027277
537,653.3634335,0.553046482
538,668.0722118,1.888363941
539,601.3058985,0.912520975
540,641.8404711,3.205385662
541,649.2698357,0.162259596
542,594.4158992,0.783666158
543,593.265823,3.609418504
544,631.1614245,3.285147749
545,581.9691675,0.825040828
546,554.4973537,3.96973841
547,632.7368543,4.183648166
548,538.2405752,0.508031866
549,567.2072546,0.578934184
550,586.4560903,1.133351094
551,636.8450486,4.830954716
552,618.1871572,2.353285456
553,566.3827192,0.780793772
554,616.198231,0.270267852
555,644.7147863,1.005285461
556,601.5632201,0.981628361
557,602.01007,1.680919117
558,685.6028765,3.564165579
559,696.9613521,4.086772218
560,615.4149938,0.705021378
561,657.7477337,0.694077239
562,624.8199888,1.911318193
563,670.4767955,3.146338069
564,625.2812864,4.96448607
565,682.9049167,3.884864996
566,555.7771339,4.157293301
567,596.472853,0.102051142
568,597.2037456,1.449578379
569,633.4470848,2.794983356
570,598.310988,0.842539675
571,553.6175049,4.436831094
572,636.6551508,1.712582577
573,605.2027741,4.040824929
574,588.7606393,0.891804886
575,653.415603,2.325692183
576,664.2199367,4.322148023
577,616.9175719,0.291271872
578,628.9664154,3.868638831
579,646.5994509,0.368590701
580,625.8849391,3.561551798
581,628.7007554,2.536148721
582,624.391142,2.71917793
583,590.656662,0.428704787
584,624.3489856,0.004743176
585,634.5762296,3.637504308
586,667.8500446,1.479110593
587,603.4015806,2.409673709
588,629.5130952,3.767692631
589,649.9151162,2.613860937
590,663.4119087,3.755404313
591,618.1603263,3.925333406
592,592.2896572,0.332160653
593,597.4611433,1.88223303
594,635.2736357,3.694305402
595,583.1161997,1.28229444
596,575.4092858,3.950629124
597,573.4367306,0.195202836
598,654.9333084,4.046202656
599,604.762348,2.977533788
600,648.9798486,0.108819922
601,629.8886498,1.939247321
602,639.8325905,3.280670103
603,596.7720335,4.810523954
604,622.2765175,4.74499594
605,597.6734845,0.736844126
606,644.9233756,0.828148111
607,647.8141398,1.952002823
608,648.9110471,2.618154232
609,647.7023179,4.095331761
610,588.5737794,1.063087376
611,612.6113951,1.453571646
612,658.3136218,2.365926094
613,643.7530687,2.83137558
614,613.3715888,0.730050494
615,607.1726744,3.407210729
616,582.5686818,0.819354729
617,592.7902567,1.835765575
618,573.6676684,4.107761937
619,590.8114394,1.359984018
620,537.0155866,2.830357475
621,572.4628078,3.185542036
622,569.7651746,2.288091405
623,585.2666534,2.22264186
624,664.058964,2.749501009
625,630.6995277,3.675416883
626,641.4966654,1.727012386
627,633.1871332,0.309820356
628,610.9223379,4.938763471
629,591.6882446,3.929986906
630,595.919028,1.909620387
631,634.4234674,2.601269989
632,680.7595299,3.307770149
633,675.0364747,0.064815009
634,559.5351194,2.481100494
635,628.94742,0.403283092
636,649.4094934,2.719571116
637,628.5069825,2.003573746
638,612.3968791,1.684380824
639,628.5586219,1.319960137
640,586.8502162,2.79899918
641,572.6984276,1.557899957
642,608.9195504,3.614275572
643,584.8747595,4.844598662
644,585.4667782,4.752323503
645,653.79312,2.537150734
646,574.7891209,3.455129028
647,665.8303937,0.344646371
648,597.9297337,4.829473138
649,611.1202085,4.298190747
650,668.4491334,0.348440222
651,624.6887191,4.898228104
652,633.600063,3.992335255
653,637.7748054,2.279196983
654,581.9939652,4.041597496
655,614.0182012,3.069366099
656,635.832997,1.794338584
657,628.5666075,4.11308212
658,616.8225694,1.760817338
659,620.6732245,2.541734967
660,588.9512449,1.657826422
661,619.9237807,1.841577649
662,573.8982477,4.154936189
663,552.1080511,3.252815604
664,606.7345858,2.608996618
665,643.7814278,4.636552454
666,579.6812635,0.825665833
667,625.1716635,1.502879574
668,584.1109014,3.229790912
669,644.2149402,0.344336381
670,593.4764747,1.258617941
671,614.8271774,1.08694492
672,636.637334,2.316232863
673,591.8100045,0.242190158
674,613.3646866,1.535694993
675,625.9366146,3.53609577
676,672.842626,3.681166498
677,635.7111912,0.497389536
678,566.3401185,1.94888459
679,649.6082305,1.509136809
680,639.0541932,0.273103789
681,638.8318407,3.92086329
682,645.8300571,0.642555698
683,579.8032328,2.869214253
684,639.4010018,3.23966545
685,566.7273897,2.806185846
686,615.7792619,4.120228893
687,629.1490835,3.005143683
688,557.1620557,3.276809834
689,554.2901297,0.312292847
690,632.4183446,2.743224721
691,598.7699683,3.659380983
692,597.0233389,0.704992866
693,586.5395953,4.564263468
694,564.7180822,0.099186025
695,544.7492289,2.552708283
696,585.647312,2.274138385
697,603.7835836,4.841479855
698,634.9592127,0.978168144
699,579.2435021,3.691084623
700,572.6315677,4.337671539
701,656.5477176,0.473312591
702,614.4657433,2.464772692
703,623.7544517,2.609956191
704,669.8017265,0.61678178
705,652.0746878,4.951205507
706,608.3479436,2.407120929
707,639.9970399,1.351172996
708,608.2002773,1.16841613
709,631.4934437,3.310920894
710,621.8645229,1.375426774
711,565.8953024,2.086522755
712,631.7078429,2.372421623
713,545.0880713,0.416652637
714,611.8411868,1.13235941
715,537.4726181,1.644059761
716,561.6990101,2.452819292
717,532.9572175,3.506533596
718,577.6900304,3.164861752
719,636.2253957,4.554690292
720,593.2832859,0.48823319
721,580.4863727,1.270691304
722,637.3432376,4.696201121
723,614.3843369,4.051975409
724,634.1425776,3.982889178
725,663.1447265,4.404411627
726,623.2324444,3.041680406
727,626.4822067,2.130886355
728,612.1773489,3.074026964
729,665.6221734,2.829449877
730,601.4650529,3.859882602
731,619.8455711,3.120828631
732,622.7670296,1.58549594
733,605.7983032,2.505738842
734,617.7982429,3.105679962
735,560.930353,3.935835027
736,554.8196295,2.292324982
737,542.9006615,3.415913032
738,549.0976426,3.5400217
739,542.4263125,4.11307355
740,557.8691182,0.572485215
741,589.4027874,4.066517205
742,621.5282484,1.784249736
743,614.6298786,3.589472336
744,611.5270189,4.640667875
745,610.5076295,3.499717547
746,621.4422854,2.744377358
747,601.8019127,3.356383502
748,650.747584,1.858781326
749,646.7932231,4.878570232
750,637.3530841,3.639092545
751,626.1705585,3.030710817
752,705.1476347,3.958702631
753,671.5265533,0.060599799
754,580.9426248,0.592185233
755,659.8397075,1.872321391
756,612.8716533,0.46644219
757,578.304197,3.463070967
758,620.6382409,1.408860408
759,577.5435443,0.41815635
760,558.1290809,2.316019579
761,557.6569556,4.191179439
762,597.60512,0.435315587
763,585.31491,3.764083942
764,589.8241311,2.107912002
765,593.1091162,2.942048739
766,573.090062,1.725415226
767,586.0734609,0.739972741
768,550.3437999,0.786071971
769,591.7977087,4.773326741
770,618.6360036,3.566026631
771,592.911012,0.240559131
772,571.9365673,1.903668671
773,594.5092025,4.305009504
774,642.2598982,0.22037697
775,660.8857073,3.327295206
776,654.7477474,4.457801596
777,641.4355517,1.037675977
778,601.5982773,0.903423849
779,605.1926477,3.378140582
780,604.1224214,3.23545216
781,646.889877,3.682220359
782,545.1782392,4.534125657
783,606.8117829,4.341809024
784,588.8412229,2.437778445
785,624.2856355,0.91781651
786,523.8570323,0.998554636
787,529.3019728,4.913724229
788,568.9951134,1.029220885
789,566.3664986,0.26611211
790,622.431334,3.444052615
791,628.1247669,2.957542104
792,612.2792037,1.021175224
793,600.4289788,2.587701204
794,574.6824869,2.761094807
795,642.6261219,4.25454055
796,576.7545575,2.121627709
797,608.1856892,2.233444992
798,645.6262141,0.132514263
799,651.8447005,2.748244914
800,601.8282282,2.592130246
801,565.3003242,4.264416883
802,626.3359632,1.327228052
803,636.9376519,0.143952632
804,570.7829844,4.205040409
805,582.3299155,1.527711151
806,592.2663771,0.234765395
807,564.979655,0.182651108
808,569.9021858,4.528610144
809,563.0283399,3.531178033
810,566.1662044,0.902223174
811,603.3657384,2.91527805
812,525.9802237,1.599329992
813,621.292695,2.595573688
814,583.8406896,3.652525308
815,581.4702363,1.687653298
816,583.5416624,2.669834441
817,620.859252,3.222921547
818,567.8072597,2.7812272
819,644.0527017,0.940918152
820,594.5315479,1.174870674
821,624.5502811,3.612389731
822,637.973175,0.713871851
823,628.1391335,3.417672209
824,636.672815,0.087696689
825,614.0928953,2.146187607
826,610.8987574,2.772046503
827,603.4499637,0.580423109
828,627.4247274,4.527877867
829,636.3932952,3.364784252
830,635.6396539,4.646899059
831,605.903989,2.641168971
832,629.997141,4.087415543
833,600.3198164,4.032854044
834,559.0642131,1.963378635
835,540.2621483,0.129712029
836,599.8843034,3.414605572
837,565.5576097,4.750153187
838,530.3759972,4.773102684
839,575.9709749,0.651190179
840,586.3393396,0.707098195
841,610.6418702,2.631532056
842,611.6106744,1.444181477
843,597.1919063,4.047086587
844,639.5420388,3.625862367
845,682.1821224,2.289515875
846,613.5398992,0.39029923
847,615.5433769,1.103265838
848,630.1499462,1.482466476
849,629.726512,1.664309485
850,603.1874105,4.145106277
851,620.4569388,1.69919938
852,633.9680403,0.705323698
853,617.5008415,2.90463981
854,645.0112849,3.767346305
855,576.0288027,4.922263461
856,580.3021248,1.14180631
857,541.9090045,3.457648656
858,550.2595037,4.293231649
859,555.1328773,0.778566033
860,654.4845783,2.669357057
861,555.0986312,0.97695403
862,625.8647053,1.783643296
863,588.4877353,2.093765874
864,543.2412369,1.516257218
865,624.6226055,2.671522337
866,591.3750141,3.742478368
867,604.3876729,3.623008878
868,609.682968,0.085734892
869,630.0228821,2.590262295
870,624.9766089,1.154916236
871,610.541298,2.762077688
872,624.7796295,1.403098056
873,637.5925372,2.416019973
874,634.3159391,4.464713692
875,649.9697634,2.555413062
876,614.5651016,1.873772246
877,573.5637354,0.693494758
878,627.8553823,0.836771642
879,575.8398841,1.397829425
880,554.4829773,3.21546112
881,572.3698209,4.100756126
882,558.2493017,4.58626577
883,538.4448441,3.36769411
884,623.3729047,4.004378962
885,564.7857555,3.194556025
886,604.5015784,2.421968663
887,564.233071,4.630750313
888,616.3482235,0.557309597
889,590.641454,0.327501871
890,602.6909646,0.730495162
891,663.2295949,2.963664702
892,602.0255376,1.2494291
893,560.8063572,2.115775578
894,645.0451652,0.5744865
895,609.0922989,4.608363368
896,666.6092782,1.657730329
897,643.4444319,0.811669833
898,632.737898,2.837108544
899,647.1537426,4.99084481
900,596.8149631,4.025258347
901,572.8361196,1.888881794
902,604.7253419,0.058652845
903,592.7314461,1.796869658
904,580.0786768,0.287527301
905,497.7874232,1.50292642
906,555.9900701,3.164436549
907,581.9158615,0.675492635
908,576.9864907,4.836311631
909,553.9164035,1.981335651
910,580.030636,1.281351078
911,556.4407789,1.191031337
912,621.6982005,3.191944457
913,623.5685258,1.147857366
914,585.3649057,1.985238641
915,650.3792658,1.360097604
916,642.9344961,4.860833504
917,580.4113326,3.235827282
918,653.6877842,4.003432538
919,568.9672198,0.83541743
920,604.2100756,0.284774858
921,553.1168117,3.470154421
922,634.109457,3.515058661
923,598.2471553,2.420721012
924,536.6585883,0.433097778
925,617.8420975,4.480932289
926,547.877115,4.016857717
927,594.2305305,0.020304308
928,584.9755507,3.145023077
929,636.3205879,4.162744668
930,604.6122979,4.381181892
931,564.0173122,2.770596714
932,545.6161644,3.223905781
933,596.2234431,4.304681696
934,603.1664572,2.792666664
935,610.2926554,0.234722819
936,587.2487326,2.710347167
937,593.1648796,1.593852864
938,647.3967885,4.400999045
939,643.2011398,2.032919452
940,647.9933886,1.437138677
941,659.9014063,3.396163463
942,636.7128433,3.718967785
943,659.8042296,4.514031005
944,610.9776826,1.117566766
945,625.1325097,2.43658209
946,657.8005781,2.948284001
947,661.9602514,4.36494091
948,649.1644868,2.6291289
949,633.7622091,3.923878766
950,623.6833228,4.328966061
951,598.4276635,0.014085826
952,625.2451376,2.327110665
953,606.8667547,1.713455771
954,570.5208424,2.679129546
955,580.4516596,1.09685045
956,606.0252865,3.260115045
957,591.5428754,1.120038988
958,593.1137468,0.271645292
959,595.7665411,4.962085028
960,599.9905129,1.135525851
961,553.1861099,0.179523832
962,585.2934219,1.17566704
963,607.1709629,1.283809922
964,605.8754229,0.20083757
965,605.3674343,1.901595643
966,604.6790539,1.186432722
967,644.3087203,4.412338074
968,626.5862796,0.225619763
969,571.9629969,0.470840803
970,636.5317183,3.442379827
971,652.042351,4.520729346
972,611.1777635,4.475633311
973,550.6520683,3.789374532
974,573.1804065,0.826391566
975,598.7578648,3.728301272
976,567.0962696,1.911745032
977,531.3799821,0.145155161
978,601.9582862,1.340822901
979,571.8926964,2.689928603
980,582.9845162,1.722856058
981,617.6946473,0.576214375
982,516.0148877,0.620819335
983,628.4096671,4.639121764
984,593.846711,2.043840236
985,603.146813,3.316069474
986,607.8931907,3.332917188
987,592.956032,2.129774669
988,609.4441385,2.082056309
989,583.3512389,3.199814158
990,621.9802538,2.354370272
991,674.9230997,0.102752164
992,655.480457,4.879289374
993,638.2740713,0.390472797
994,617.972423,1.208006794
995,651.9566797,4.009382818
996,577.4882685,3.813676689
997,615.0260714,1.870274673
998,625.0315047,3.143156457
999,642.270102,1.233019511
1000,563.4135885,1.950298291
1001,590.5946753,2.70012712
1002,608.475265,3.337384099
1003,614.2021622,3.81806028
